"AFG","ALB","ASM","AND","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SLB","COK","LBY","NRU","VUT","SYR","DZA","AZE","PSE","IRQ","UZB","AGO","BDI","GIN","SOM","TCD","NPL","ATG","COM","MYT","ERI","DJI","PLW","GRL","MSR","ATF","LSO","NIU","AIA","SPM","VCT","TKM","TUV","WLF","SHN","FLK","BMU"
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.01,0,0,0,1.163,0,0,1.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0,0,0,0,3.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825,0,0,0,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,164.38,548.688,44938.495,0,0,0,0.633,0,8375.07,0,0,0.77,0,2027.204,0,0,0,8.143,0,52.8,0,0,3537.784,0,0,0,15.5,0.002,85.97,0,0,3.848,0,0,0.003,9.573,0,0,470.736,0,27.043,0,0,0,0,0,0,155.017,0,333.876,7653.201,0,0,0,0,3687.779,0,0,0,1.432,0,0,0,0,0,0,125712.226,48,0.07,102.114,0,43.193,307,2290.446,0,0,63985.27,0,0,0,0,4787.259,0,0,0,0,0,0,0,0,0,0,0,11466.41,0,0,0.113,0,0,10227.315,0,0.033,0,0,0,0,0,2637.653,0,0,0,119.668,0.072,0,0,913.116,0,0,0,0,0,0,0.153,0,0,1769.893,10.067,0,0,0,7.873,153.402,0,0,0,0,0,0,0,6.649,0,0,214.637,7183.001,144.995,0,44.05,592.499,0,8973.162,0,0,0,37.247,373.351,0,1154.612,0,0,0,0,119.911,840.516,0,0,33.185,0,0,887.73,0,9213.796,0,0.001,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,3.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0.01,0,0,0,0,0.967,23.348,0,0,0,0,0,2.813,0,0,3.618,0,52.356,0,0,0,111.939,0,21.193,0,0,5.486,0,0,0,4.969,0.549,18.158,0,0,0,0,0,0,45.591,0,0,87.64,0,19.255,0,0,0,0.209,0,0,28.009,0,24.526,6464.718,0,0,1.376,0,1547.496,0,0,0,0.852,0,0,0,0,0.314,0,94.54,123.392,2.081,0.451,0,7.009,4.673,828.986,0.416,0,18.425,1.274,0,0,0,6.41,0,0,0,0,36.427,0,81.067,0,0,0,0,0,0,0,0.367,0,0,36.608,0.186,0.223,3.74,0.331,0,0,0,10102.378,0,0,0,0,0,0,0,20.807,0,0,0,0,0,0,7.342,0,0,0,2.714,0,0,0,77.475,456.509,0,0,0,0,0,0,0,45.818,0,0,6.774,0.887,49.725,2.147,3.725,100.36,0,69.232,0,0,0,35.021,7.114,0,8.778,0,0,0,0.475,0.032,111.182,0,0,121.975,0.16,1.2,720.382,0,252.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,0,0,0.457,0,0,0,0,0,5.708,0,0,0.096,0,159.092,0,0,0,0,0,0,0,0,7.993,23.369,0,0,0,28.287,0.579,0,0,21.491,0,0,0,6.486,0,0,0,0,0,0,30,0,0,0,0,0,0,0.014,327.199,0,0,0,0,14765.147,0,0,0,0,0,0,0,0,0,0,9.516,80.144,0,0,0,0,0,1.039,2.967,0,8.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,16.262,0,0,0,0,0,21.429,0,0,0,151.005,26.636,0,0,1.757,0,0,0,0,0,0,0,0,0,0,18.71,0,0,0,206.354,0,0,4.82,0,155.493,0,0,0.553,0.111,0,0,0,0,2.075,1.22,0,0,0,0,0,614.405,0,0,2.562,566.744,0,9698.753,0,0,0,0,21.037,0,1.606,0,0,0,0,6.135,0,0,0,0,0,0,1.264,0.071,1951.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0.007,0,2.622,0,0,0,0,0,80.183,0,0,0,0,11.357,0,0,0,1.281,0,0,0,0,3.234,0,0,0,0,0,42.164,0,0,0,0,0,0,0.474,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,10.188,0,0,0,0,120.246,0,0,0,0.068,0,0,0,0,0,0,80.952,2452.144,0,0,0,0,4.711,839.907,0,0,30.719,0.008,0,0,0,1.626,0,0,0,0,0,0,0,0,0,0,0,0.882,0,0,0,0,0,19.258,0,1.905,0,0,0,0,0,5994.346,0,0,0,0,0,0,0.002,4.765,0,0,0,0,0,0,0,0,0,5.975,0,0,0,0,0,2.179,0,0,0,0,0,108.721,0,0.697,0,0,41.104,4.1,0.028,0,0,7.511,0,211.101,0,0,0,0,4.756,0,0,0,0,0,0,0,4.773,0,0,0,0,0,126.396,0,1033.442,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0,0,0,213.23,99.215,0,0,0,20.685,0,6.877,0,0,0,0,0,0,1.937,0,19.703,0,945.2,0,0,56.492,0,0,0,0,0,2103.053,0,0,0,0,0,2.288,0,65.81,0,23.586,0,1.65,0,0,0,0,0,0,0.101,0,10.289,290.741,0,0,0.089,0,3181.21,0,0,0,24.423,0,0,0,0,0,0,43.839,0,0,0,6.05,848.575,0.6,373.049,0,0,24.406,122.407,0,0,0,820.993,0,2.523,0,0,2.84,0,71.957,0,0,0,0,18,0.155,0,2639.878,0,0,2.528,0,6.806,0,0,0,0,0,1.257,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,4.668,5.242,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,84.003,188.532,0,1.801,1.052,10.495,0,2853.244,0,0,0,262.468,90.091,0.127,0,0,0,0,23.772,0,0,0,0,3699.811,0,0.182,5.046,0,753.701,0,0,0,0,0,0,0,0,0,0,0,0,1.552,5.593,0,0,227.376,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,5.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373,0,0,0,0,0,0,0,0,0,0,1.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,1.208,0,0,0,0,0,0,0,0,0,70.486,0,0,0,8.316,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,5.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0,0,0,292.508,0,0,0,10.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0.271,0,0,0,0,0,3.777,0,0,8.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0.011,0,0,0.958,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,0,0,0,0.431,0,0,0,0,0,0,2.466,0.478,0,0,0,0,0,1.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.881,0,0,0,0,0,0,0,0,97.367,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0.08,0,0.034,0,0,0.055,0.506,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,2.212,0,0,0,0.585,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,118.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",6369.406,0,0,0,0,1621.917,112.121,0,9.154,2815.358,0,0,511.646,39.114,0,0.318,51.136,51.893,0,0,0,0.279,150.313,0,358.387,0.062,91.776,0,0,0,1236.217,2.819,1372.865,0,0,42.612,0,0,0,1.291,0,2.343,41.545,0,1.925,0,40.5,0.145,0,0,2.823,0,0,149.819,17751.383,0.756,0,0.162,0,82550.503,1.478,0,0,0.755,0,0,0.842,0,0,0,2294.332,2,11.863,435.068,0.709,24.342,34.958,6662.199,104.216,0.478,23.136,0,0,3666.373,0,8.413,134.861,0,0,0,2.865,0,0.081,0,0,163.853,25.675,441.984,1.158,359.811,0,0,0.839,1079.573,0,0.466,0,97.901,296.983,26.054,0,1435.64,0,0,0.926,110.596,34.977,0,114.649,13.318,0,0,1.826,0,0,0,52.72,547.056,0,7.578,0.572,0,0,5.951,115.512,11.981,0,0,0,0,0,61.697,391.68,0,0,0,0,7779.703,2.415,19.048,13.794,453.878,22.043,42938.654,3268.387,0,0,284.35,62.298,0,46.184,0,0,0,6127.634,0.411,89.812,0,1594.277,0.049,0,61.586,747.53,300.889,21695.782,0,0.036,0.208,0,0,2.318,0,0,0,0,0,0.214,0.3,0,0,0,0,0.542,0,0,0,0,577.73,0,0,0,32.843,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",70.449,0,0,0,23.423,1819.114,48.44,0,0,1363.053,0,0,82.944,0,0,0.004,0,2976.343,0,0,9.697,17.847,47.318,3.5,204.743,0,453.268,0,0,0,397.813,14.563,24445.172,0,0,0.581,0,0,0,2.491,0,0,49.503,0,13.443,0,0,0,0,0,0,1881.645,0,1009.016,679.267,20.646,0,0,4.886,22378.413,5.698,0,0,4.15,0,0,0,0,0,0,62457.332,612.765,0.119,503.95,655.562,38.354,145.33,24.097,0,0,18226.764,0.005,0.235,0.441,0,14390.776,0.216,0,0,0.08,0,0,0.044,0,0.53,6.764,0,36188.171,84.484,0,0,0,11.162,512.146,13.548,0,0,0,0,0,0,441.589,0,0,0,121.423,0,0,96.268,32.157,0,0,417.931,4.352,112.954,0,6.655,7925.846,0,103.704,3.217,0,0,0,113.379,93.079,0,0,0,0,0,0,0,0.954,2.353,0,8472.869,0,149.761,9096.424,78.108,64.804,0,3471.01,7.416,0,0,33.002,97.806,0,23007.838,0,0,0,16.636,0.026,6.696,0,0,155.39,0,22.626,334.897,0,24740.543,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0.305,6.527,0,0,0,0,0,91.337,0,0,0,0,9.727,0,0,0,0,0,0,0,0,4.861,0,0,0,0,0.694,3.829,0,0,0,0,0,0,0.61,0,0,52.698,0,0.122,0,0,0,0,0,0.793,0,0,0.861,2.026,0,0,0,0,699.791,0,0,0,0.294,0,0,0,0,0,0,0,28.837,0,0.1,0,9.507,0.934,118.225,0,0,41.525,0,0,0,0,0.905,0,0,0,0,0,0,1.193,0,0,0,0,0.217,0,0,0,0,0,0.421,0,1.239,0,0,0,0,0,318.425,0,0,0,0,0,0,0,1.686,0,0,0,0,0,0,0,0,0,13.738,0,0,0,0,32.81,2.561,0,0,0,0,0,0,0,0.654,0,0,0.074,58.355,0,0,0.373,0.022,0,49.71,0,0,0,0.751,9.533,0,2.83,0,0,0,0,0,2.746,0,0,2.488,0,0,3.159,0,416.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0.1,0,0,18.106,0,0,0,0,0,14.882,0,0,0,0,0,0,0,0,0,0,0,8.106,0,0,0,0,0,0,0,0,0,39.334,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11.17,0,0.327,342.549,0,0,0,0,0,0,5283.63,0,0,0,0,591.861,0,0,0,0,0,0,0.359,0,0,0,0,8.449,0,0,0,0,0,12.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.114,0,0,0,0,0,0,0,0,0,0,0,0,646.762,0,0,0.793,0,0,212.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
