"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","LKA","CHL","CHN","CCK","COL","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","ZMB","PRY","SLB","CXR","COK","MDV","VUT","SOM","TON","AGO","BDI","CPV","COG","IRQ","LBY","SXM","CUB","GNQ","TCA","YEM","GRD","BMU","CYM","TCD","COM","ERI","DJI","PSE","LBR","FSM","MHL","PLW","GNB","STP","SSD","TKM","CAF","GRL","NRU","TUV","BTN","IOT","BES","WLF","NIU","SHN"
"SVN",0,0,0,0,0,0,0,0,72.369,801.823,0,0,0,0,0,5417.027,0,71.164,0,10.99,0,0,0,64.432,0,353.925,0,0,0.095,0,1.089,3.585,0,0,0,0,1312.972,196.164,7.028,0,2.12,0,0.847,0.003,0,0,32.898,0,0,0.077,4284.305,0,0,0,0,0,1528.987,0,0,0,1.276,0,0,0,0,0,0,6.714,358.163,0.165,0,0,0.055,0.218,8277.302,0,0,0,1.238,74.167,0,0,0.671,0,0,0,0,0,0.583,3197.516,622.743,0,0,0,7.857,0,0,0,0,0,0,0,0.763,0,0,0,0,0,0,6756.476,0,0,0,1.289,1.001,0,0,0.214,0,16.135,0,0,0,0,5.54,0.215,0,0,2.155,270.929,2.064,0,0,0,0,12.875,0.566,0,2003.27,0,0,0.022,7.183,11.344,1.302,0,0.174,0,75.881,0,0,0,0.73,2049.577,0,0,2.157,0,0,0.048,0,54.958,0,0,38.023,10.005,435.982,0,35.195,127.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,6.133,0,0,0,0,0.066,10.882,26.219,0,0,0,0,0.119,15.83,0,0,961.018,0.693,0,0,0,0,0,0,0,2.023,2.073,3.615,4.645,3866.569,0,0,829.511,0.048,0,1.063,0.061,0,19.449,0,0,0,0,7.564,0,0,3.244,1.842,62.069,0,0,6.492,0,0,10279.127,37.352,0,0,0,0,0,2.061,0,0,0,1.235,2.462,0,0,0.86,227.7,0,314.71,0.485,0,5.014,0.089,0,162.571,0,50.864,0,0,0,0,9.402,38.444,0,0,0,21.606,398.243,49.421,1.552,0,54.623,11.452,0,0,0,0,0,67.551,957.598,0,1419.791,0,5368.717,0,0,0,7.221,0,0,189.856,4.951,0,0,0,0,0,0,2.718,0,0,0,0,10.132,0.931,0,0,0,0,0,5.053,1.109,0,26.182,13.222,0,2.496,0,0,0,0,519.07,8.361,13.362,0,35.333,15.605,30.037,0,0,0.038,19.798,0,11.446,0,1.482,288.201,0,0,53.62,32870.552,224.028,24.897,1.119,16.598,0,0,0,255.339,0,0,0,0,9.216,0,0,0,108.692,0.487,0,26.247,0,0,0,0,0.244,0,0,0,0,0,0,0,0,18.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.982
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.697,0,0,0,0,0,0,0,0,0,0,0,12.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,192.639,0,41.8,0,0,44.9,48.53,55.33,0,0.14,0,0.154,0.916,408.218,100.086,2.737,0,795.323,0,0,0,316.354,0,10.265,0,19.76,5.52,0,1386.014,262.791,0,361.789,183.166,6.629,44.278,3.224,50.89,76.624,113.255,0,1982.128,171.539,433.159,0,11.233,0,35887.692,47.509,5939.972,2.365,0,0,1.846,77.242,2814.611,136.428,41.787,0,53.988,0,3.697,90.948,0,0,5.588,55.369,268.379,3.157,0.521,0.53,193.334,236.274,2039.934,5.804,145.348,1353.41,46.189,4456.003,21.711,0,10.256,51.656,0,0,0.179,0,0,49.524,1.381,0,11.035,0,6.01,0,100.193,145.855,158.52,670.402,0,6.311,14.75,0,3431.9,0.217,0,672.595,0,2178.904,0,0,1.182,122.117,118.851,20.587,256.439,30.485,0,199.57,24.631,0,113.429,0,74.384,16731.187,0,2.074,3030.337,14.999,47.713,0,0,0,0,0,124.728,95.557,14.246,0,92.435,1370.693,7.969,1.071,0.358,5.682,444.115,1329.326,0,0,0,0,60.759,505.466,0,0,13.609,0,0,63.489,823.903,33.942,0,6.288,0.131,74.591,3545.612,4.408,235.845,2.972,469.975,0,18.664,0,0,37.742,0,0,0,16.416,0,0,0,258.757,1.862,10.691,4.225,11.272,0,0,39.206,0,0,1.508,0,0,0,18.954,0,0,0,0,0,0,0,0,66.48,80.793,0,0,20.4,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.534,0.1,2.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",4.383,0,4.774,0,0,0,0.146,12.975,151.978,537.44,0,0,6.137,1.022,0,104.976,0,217.321,124.479,391.972,0,0,0,61.788,3.799,97.13,0,40.272,55.173,0,19.158,805.59,0,16.639,0,12.488,32.966,2.191,43.647,1.898,1324.792,0,19.773,3.453,7.816,0.11,395.713,0,0,1302.946,1612.444,0,0,0,0,0,12188.315,1.745,0,0,10.169,0,6.535,1.388,0,0,1.323,781.5,96.859,3.905,0.003,64.472,9.213,14.967,3936.239,0,0.592,1062.906,83.783,0.584,8.037,0,448.631,0.461,0,0,2.078,0,29.246,713.284,6.325,0,0,0,20.947,0,1.753,0,0,1446.402,0.876,1.32,0.862,0,8.084,0.584,92.33,0,0,171.305,0,0,0.267,5.015,0,0,2.214,4574.637,0,4.469,0,0,7.459,0.44,898.037,315.681,0,0,705.067,1379.163,0.065,0,0,0,0,0,21.626,0,14.354,0,0,22.602,8.367,1205.995,7.742,40.369,17.82,0.298,368.761,14.466,0,0,0,279.173,0.292,0,6447.867,0,3.75,197.81,21.773,28.134,1.893,19.086,0,0,1445.683,135.493,1376.066,0,4.102,0,26.595,0,0,0.648,0,0,0,0,0,0,0,4.092,25.718,0,0,0.438,5.552,0,0,0,0,0,0,0,0,4.676,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0.876,0,0,0,0,0,0,0,0
"CHE",0,0.995,7.585,0,0,0,0.118,15.816,52.13,3058.866,0,2.852,37.472,1.675,0,201.744,1.313,234.898,0,151.389,0,0,0.093,69.714,0,8.621,0,3.548,489.09,245.813,6.258,972.99,0,13.206,3.688,0.87,65.507,0.957,449.864,0,243.291,0,1.033,2.348,0.456,6.234,1.062,0,0,76.576,3483.675,0,0,0,2.36,0,10328.004,5.042,0,0,2.206,0,0,7.428,3.549,1.612,7.218,8753.309,1589.678,5.034,24.784,10.714,9.878,227.07,1357.043,13.687,1.896,789.395,12.442,9.893,3.987,0,327.127,3.902,5.644,0,6.568,0,1.367,43.606,16.738,28.259,69.251,0,1487.805,1.67,19.633,0.349,1.558,164.857,0.377,2.639,1.321,0,12.719,0.52,1.645,114.695,0.574,863.212,0,0,0.326,15.554,0.699,0,31.873,676.063,0,40.794,0,0,5.726,1208.884,172.809,143.759,0,63.278,974.086,1044.935,0.246,0,0,0,0,0,58.729,2.926,35.97,3.695,0,253.432,288.674,66.768,38.527,18.366,19.899,0,123.005,0,0,0,183.577,0,0,2.792,6099.371,0,1.492,30.621,3.326,76.221,11.775,1.543,0.437,46.42,1797.738,18.846,8151.14,48.046,0.267,6.648,0.294,0,0,3.184,0,0,0,3.961,0,0,0,0.958,0,0.089,6.392,0,1.855,0,1.225,0,0,0.332,0,0,0,0,0,0,0,13.968,0,0,0,0,0,0,112.56,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",6.318,0,0.45,0,0,0,0,10.156,289.793,623.536,12.537,0,13.55,2.658,0,17.603,3.56,0.58,29.683,1889.4,0,0,0,51.957,11.774,0,72.26,0,1255.389,34.343,3.208,29632.572,0,29.676,5.395,0.168,5.243,0,6928.942,0,375.23,0,2.707,1.216,0.365,104.927,292.628,0,3.653,105.579,5983.34,0,0,1.903,0,0,23545.87,50.15,0,0,73.767,0,0,0,0,0,1.249,74823.286,5958.456,1.713,523.769,2.959,3.092,1992.778,2141.878,0,0,86363.383,0,0.176,805.717,0,11453.301,0.028,0,2.75,2.05,2.89,2.4,3.752,0.05,0.01,10.109,33.098,29217.4,0.101,12.251,0,0,5822.246,0,0.97,0.172,0,0,51.803,0,4.959,0,923.44,0,0,0,51.321,0,0,67.583,50.338,0,5.012,0,17.669,2.181,1032.981,1157.943,14.809,0,0,36.442,115.854,0.461,0,0,0,0,0,0.548,0.128,27.233,0,0,212.248,12841.236,124.735,372.663,168.655,68.064,0.807,388.654,0,0,0,127.158,247.843,0,0,0,1.943,1.437,11.906,162.314,435.817,1.5,42.459,0.058,9.311,856.617,508.537,23119.708,1.772,0.224,0,0,0,3,0,0,0,0,35.855,0,0,0,0,1.099,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,1.635,0,0,9.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",39.011,0,6.033,0,0,0,4.039,0,9.001,2.089,0,21.35,0,0.6,0,2.591,0,0,2.204,0,0,0,0,0,0,0,0,2.242,0.022,0.271,0,33.818,0,0,0.905,0,0,0,0,0,1.525,0,0,0,0,8.055,0,0,0.424,0,24.232,0,0,0,96.076,0,25.994,56.718,0,0,0,0,0.029,16.629,0,0,0,9.548,0.05,0,0,652.132,0,0,15921.076,17.272,0,1.045,21.043,0,151.207,0,3.794,3.361,0,2.785,0.231,0,0,0,0,0,0,12.506,0,0,0,5.57,3.359,0,0,0,0,0,0,24.928,572.556,0.401,0,34.261,0,0,0,0,0,7.079,4579.125,0,0,11971.826,0,0,0,0,0.583,0,0,24.137,0,0,34.026,0,0,0,0,0,191.924,3.429,0,0.6,161.013,4143.9,724.876,0,0,0,0.038,8.616,0.463,132.801,0,0,2.629,278.009,58.992,0,0,1.307,0,0,0,0,386.914,1.991,0.247,0.452,22.062,341.794,30.176,194.576,0,0,0,0,6.346,0,0,0,0,153.972,0,8.795,0,3311.645,0.932,0,41.248,47.131,0,0,0,10.619,0,62.853,0,0,0,0,0,90.129,20.923,0,9.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,236.917,0,0,0,0,0,3.777,178.51,0,0,0,0.201,0,0.357,0,0.452,0,0,0,0,0,0,0,0,0,0,29.784,4.577,0,276.104,0,0,0,0,0,0,80.419,0,0,0,0,0,0,0,12.585,0,0,0.427,47.473,0.347,0,0,0,0,1480.523,0,0,0,0,0,0,0,0,0,0,0,7.824,0,0.41,0,0.587,0,224.675,20.128,0,7.469,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.161,0,0.01,0,0,82.372,0,0,0,0,62.599,0,0,0,0.416,0,0,0,6.547,0,0,0,0,0,0,0.974,0,0,0,37.33,114.446,0,0,0,0,0,0,51.065,0,8.94,0,0,1.521,3.903,0.414,1.421,35.083,1.679,0,466.821,0,0,0,0.438,31.586,0,0,6.917,0,0,0,0,1.864,0,47.13,0,66.837,66.218,0,571.749,265.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.421,0,3.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,4.629,48.94,0,0,0,585.649,24.147,1102.079,406.149,0,0.322,5.465,0.15,0,290.642,0.052,3.416,0,4.931,0,0,0,91.073,0,12.827,0,2.027,772.312,0,5.188,101.118,0,16.419,0,0,6.596,298.569,10.111,0,28.361,0,0.213,0,0.064,6.711,0.486,0,0,17.441,63100.085,0,0,0,68.8,0,15618.487,16.642,0,0,2312.839,0,0,2.07,0,0,0,101.245,250.558,0,0.022,488.17,3.517,6.409,899.419,92.883,0,0,250.897,122.895,16.683,0,30.936,1.44,1.609,0,12.373,0,1.347,0.085,5.54,0,0,0,0,1.753,0,0,0.441,28.101,0,17.546,2.051,0,73.259,5.807,0.63,0,0,14478.609,0,0,0,79.294,297.715,63.728,30.792,1.626,0,0.174,0,0,0.29,56.651,770.056,214.014,0,26.002,51.13,471.648,0,0,0,0,0,0,75.708,72.768,69.687,0,0,217.247,7.211,1.161,3.267,403.039,0.968,4.69,63.123,83.813,0,0,1.463,2343.907,307.092,1.919,0.498,1.147,0,2.591,15.717,0,28.462,39.047,10.885,2.736,1855.508,0.262,6809.884,0,0,27.155,0,0,0,0,0,0,0,56.454,0,1.293,0,0,11.185,0,0.269,288.746,15.46,0,0,0.374,0,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.548,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374,0,0,0,0,0,0,0,0,0,0,0,0,1.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.692,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0.005,0,21.552,5.117,0,0,0,0,0,0,0,0,0,4.797,0,0,0,0,0,42.018,0,0,1.175,0,0,3652.243,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.113,0,0,0,0.148,0,0,0,0.19,0,9.892,0,0,0,0,0,0,0,0,0,0,36.055,272.779,1.415,0.749,3.618,0,2.156,2.264,0,0,0,17.94,0,0,0,0,0,0,0,0,0,2.414,0.606,0,0,0,0,21.799,0,0,0,0,10.147,0,49.604,0,0,0,0,0,0,0,0.759,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.519,0,0,0,0.065,1303.585,0,0,0,0,0,0,0,0,2.272,0,0,336.992,0,0.067,0,0,0,0,0,0,0,0,1.58,0.927,0,0,0,0,0,25.423,0,0,0,0,0,0,0.309,0,31.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0,0,0,0,0,32.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,9.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.557,0,0,2.797,0,0,0,0,0.003,0,0,0,0,0,3.359,7.234,0,0,0,0,0,0,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,1.581,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.592,0,0,0,0,0,0,0.421,0,0,0,0,0,213.44,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.282,0,0,0,0,0,0,0,0,0,0,0,20.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,100.785,0,0,0,2.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.298,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",11.045,0,9.858,0,0,11.571,2.922,54.566,1238.962,1503.683,6.133,289.93,4.115,14.793,27.449,2908.443,0,10.853,0,331.987,0,0,3.997,176.496,0,126.876,188.116,1.244,3048.78,35.566,118.67,2562.833,0,13.506,0,19.911,38.113,300.413,2226.291,0,1572.711,0,33.779,13.225,6.118,10.301,169.363,14.671,0,1259.093,8778.036,6.929,0,0,0,0,25179.908,146.76,5.906,0,160.395,0,0.081,0,8.157,2.886,0.504,7063.864,2941.877,37.497,18.82,0,5385.712,246.514,8684.375,0.621,8.065,65197.646,21.068,0.299,160.104,0,246.793,185.205,2.334,0,11.27,0,60.341,96.063,228.612,7.195,0.724,26.405,5346.645,20.832,1437.456,0,19.142,90.03,0.767,9.716,5.083,0.076,38.082,22.062,43.933,1.943,2.986,9035.482,0,0,0.212,173.647,0.514,0,65.419,278.195,0,222.354,0,0,9.533,138.387,3749.516,1158.834,0,168.402,3845.931,967.491,3.024,29.427,0,93.559,5.622,0,606.254,16.814,42.889,58.496,77.688,519.522,1779.654,1008.61,28.993,205.488,673.739,3.736,12188.648,1.698,0,0,8040.33,3234.86,0,0,358.015,0,4.831,662.44,5.119,804.572,21.346,598.899,21.536,270.896,0,3.927,30505.681,338.399,0,0,3.55,0,0.174,0,0,0,0,1.462,0,30.461,0,7.11,0,2.982,9.611,152.351,24.858,0,13.41,3.937,0,4.304,6.277,299.495,53.531,0,0,0,0,0,0,0,0,0,0,0,0,0,63.195,0,0,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0,25.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.987,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,5.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523,0,0,0,0,0,0,0,0,0,6.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
