"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","NZL","NIC","NER","NGA","NIU","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","TCA","CXR","ERI","FLK","VUT","TON","CAF","SPM","MHL","PLW","WLF","MNP","ATF","MSR","NFK","BLM","ASM","IOT","SHN"
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,29.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54,0,0,0.605,0,0,0,0,0,0,0,0,0,2.948,0,0,0,0,0,0,0,0,0,20.53,0,0,0,0,0,0,21.937,0,0,0,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0.759,0,0.012,0,0,0,0,0,0,0,0,0,0,0,5.878,0,0,1.005,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0.129,0,0,0,0,0,16.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.264,0,2.323,0.099,0,0,0.391,0,4.109,4.601,0.89,0,0,0,0,0,0.01,0,0,0.149,0,0,0,4.226,0,0,0,0,0,0,0,27.012,0,9.898,0,0,0,0,0,0,81.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,34.303,9.08,2.605,0.318,0,7346.542,5468.024,15349.256,0,42.297,0,7.301,6.749,424.554,0.927,0,139.286,11.322,0,24089.246,13.636,0.168,0,3.987,0,0,0,4.2,0,3.926,60575.737,0,0,5.354,0,4846.774,10658.025,0,13832.87,0,2.823,0.274,0,1332.012,1.589,277.53,1.166,782.134,0,378.494,0,475.395,541.412,257.439,0,25.429,55.214,0,74.553,982.149,56.604,0,0,0,0,0,61165.797,0,0,0,0,0,0,0,956.904,0,0.213,5.991,603.829,157.529,264.568,5.185,341.585,0,0,65.708,162,5178.95,7.319,21.805,18082.369,2.86,6.356,0.705,0,4492.327,25.665,0.242,0,167.884,0,26.676,0,0,1.649,155.925,0,0.831,0,324.424,0,0,0,0,9.613,0,0.498,0.424,7.344,26.758,0.268,112.273,0,0,24.951,5898.339,1.227,9.589,0,0,0.252,992.57,484.201,0,82.131,0,413.656,0,0.415,307.892,0,749.632,1943.57,7.787,1346.31,66.666,0,0,343.214,92.358,283.79,0.279,0,0,1.186,19.746,0,0,447.533,0,20.53,1.659,0,276.256,309.504,47.83,9786.053,174.748,0,1428.348,0,274.034,0,0,0,0,365.024,128.84,0,0,8890.37,0,0,5.995,926.836,5.516,1968.058,0,0,0.661,26.027,77.156,5248,7.853,1516528.388,0,106.725,0,41.567,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.487,0,0,0,0,0,0,143.057,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.862,0,32.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,10.424,0,60.522,0,0,0,0,0,0,0,0,0,0,5.606,0,0,9.599,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0.021,0,0,0,0,0,0,56.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.341,0,0,0,0,0,0,0,0,0,0,0,0,48.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,14.752,0,0,0,0,0,0,0,0,0,0,0,0,4.481,0,0,0,0,97.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.258,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0.164,0,0,0,18.529,0,0,0,0,0,0,0,0,0,0,36.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0.776,0,0,0,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.587,0,0,0,0,0,0,0,0,0,18.359,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0.303,0,0,0.446,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0.921,0,1.298,0,0,0.039,64.226,37.31,0,0,0,0,0,0.177,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,1.025,0,0,0.126,0,1.522,0,0,0,255.035,0,0,0,0.861,0,0,0,1.558,0,0,0,0,0,55.271,0,0,0,0,7.04,0,8.584,4.701,0,0,0,91.593,10.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0,6.896,8.128,0,0,0,0,0.348,0,0.81,0,0,0,5.501,0,0,0,0,44.359,0,0,0.01,0,0,0,0,0,14.933,0,3.322,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,24.007,0,0,0,0,0,0,0,0,0,0,0.133,0.443,0,0,0.245,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0.123,0,0,0,16.401,0,0.08,0,0,3.675,2.267,0,0,2.777,0,0,0,0.345,2.925,1.352,0,0,0,0,7.518,8.28,0,33.848,1.647,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,1.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.648,0,0,8.118,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.034,2.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,53.632,0,0,0,0,0,0,0,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.524,0,0,0,0.44,0,0,0,0.466,0,0,0.294,0,0,0,82.85,0,0,0,0.03,0,0,0.014,16.235,0,11.659,0,0,0,35.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,222.984,0,0,0,13.617,0.221,0,0,0,0,0,0.119,0,0,0,0,0,13.015,0,0,0,0,0,0,0,0,0,127.081,0.095,0,0,0,0,0,0.51,0,0,0,0,4.342,0,0,0,0,0,0,0,0,0,0,0,0,0,51.352,0,0,0,0.214,0,0,0,0,0,0,66.429,0,0,0,0,0,0,0,0,0,0,0,0,6.461,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,5.819,0,0,0,0,0,0,0,0,0,0,2.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,1.034,0,0,0,212.135,1.381,0.346,0,0,0,0,1.185,0.162,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.435,0,0.865,0,0,0,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,2.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",65.953,85.003,89.163,0.382,8.88,1.98,237.544,184.438,2304.512,8650.988,0.206,107.94,18.118,147.075,2.188,51289.772,0.002,0.001,125.55,52.92,0.127,780.494,1.13,0.001,0.001,11.362,2163.847,0.969,2.726,45.786,0.395,9.911,775.415,35.892,0.001,15.307,35.81,106.508,10939.275,0,188.162,0,50.624,67.013,0,9.477,1663.063,30.415,1244.512,6340.354,4.921,11104.266,0.029,2.036,45.126,13.386,0.015,104.285,3291.411,2.141,6382.744,73835.299,2.059,30.175,66.341,59.99,3.352,0.208,167433.822,709.165,93.351,0,1613.439,0.045,0,6.233,4.25,2.22,42.328,0.001,1.51,2660.566,9275.02,199.317,243.275,11.857,158.406,8309.316,2444.853,30482.22,25.794,17.637,2983.711,106.146,152.333,112.221,0,4251.406,255.471,1.511,6.816,209.756,0,1636.613,0.011,58.485,1547.685,1937.03,0.028,0.215,0.004,2046.866,0.931,6.642,363.992,1.012,9.889,1762.893,11.61,40.165,6.326,954.489,15.733,189.029,7.101,0,10.611,0,162.54,15.683,8.946,14.053,13.234,267.217,3.641,68.967,203.625,0,3935.968,0.001,41.807,23.738,0.038,2.885,35.944,243.401,40731.271,10964.29,0,0,623.568,2959.576,2028.956,1.899,0.002,0,5.783,1.061,9.764,0.002,4254.672,20.891,389.29,1.841,0.581,4253.695,1048.426,5312.969,377.912,617.528,0.011,1046.873,15.343,22262.29,0,3.784,86.568,0,15328.742,2760.895,0.007,0.016,1381.935,0.008,0,9.598,6154.127,94.549,5614.9,79.536,19.219,379.851,48.397,605.162,83478.571,16.269,15694.214,2.857,32,26.709,4.446,0,0.026,5.679,0,0,0,0.221,0.008,0,0.002,0,0,0,0,0,16.359,0.003,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693,0.518,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,6.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,124.603,0,0,0,0,0,0,7.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,24.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.091,0,0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0,0,0,0,0
"NZL",0,0,0.381,0,0,0,0,84.74,10357.382,12.71,0,4.397,7.824,2.905,0,25.649,0,0,0.874,0.013,0,211.669,0,0.013,0,2.995,0,0,0,0,80.447,0,1204.577,0,0.631,61.047,0,501.39,226.358,0,247.124,0,0.02,0,364.648,5.193,1.782,0,0.595,21.681,0,59.525,0,0,173.685,0,0,39.661,1.161,227.964,0.538,221.415,5.314,0,0,40.777,0,11.008,1154.206,0,0,0,0,0,0,0,7.131,0,0,0,1.63,252.289,38.274,6.47,140.668,1.906,9.253,145.574,39.137,104.136,0,0,2023.86,0.217,11.555,212.95,0,102.775,31.85,0,18.808,1.379,0,0,0,0,1.096,0,35.956,0,2.869,383.869,0.358,0,0,0,0,65.298,0.449,0,0,83.91,0,9.479,0,0,4.134,3572.553,0,0,0,0,16.128,0,46.241,0,0.752,17.36,56.648,0,14.004,0.459,97.71,7.349,65.807,373.293,16.915,27.974,0,0,16.668,58.325,6.704,0,0,0,0.223,0,0,0,16.686,0,1.704,0,0,266.515,409.14,3.713,99.305,0.623,0,1765.754,0,103.35,0,0,0,0,35.303,236.877,0,0,328.63,0,0,1.095,150.594,3.174,20.25,0,0.235,0,0,0.996,1103.945,18.605,12888.379,0,302.417,0,0,67.577,0,0,0,0,0,2.199,8.456,45.069,0,0,0,0,0,0,0,0,2.739,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.231,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.204,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,1.206,0,0,0,0,0,0,0,0,0,0,0,14.49,0,0,0,0,0,0,0.49,0,0,0,10.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,13.153,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917,0,0,0,0.744,1.364,0,0,0,0,0,0,0.528,0,0,0,0,0,0,0,0,0,0,6.201,0,0,0,0,0,0,20.241,10.777,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,2,0,0,0,7.702,0,0,0,0,2.393,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.026,0,0,0,0,0,0,3.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.496,0.351,2.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,6.212,0,42.583,0,337.059,0.235,111.084,91.896,0.924,0,0.233,0,0,33.343,0,0,0.24,0,0,1758.167,0,0,0,0.101,16.076,0,0,1.6,0,3.378,228.495,95.199,0,1.983,0,3.285,1282.658,0,0.138,0,3.563,0,0,0,24.735,0,11.943,367.596,0,176.553,0,0,0,0,6.664,0,91.324,0,188.295,126.082,0,0,0,1.984,0,0,986.122,2242.108,0,0,19.365,6.287,0,0,0,0,0,0,0,35.007,5.664,51.139,21.822,0,12.348,163.858,4.134,239.288,6.929,0,501.75,18.203,0.869,6.74,0,590.319,0.77,0,0,1.48,0,173.705,7.151,0,51.099,0.263,0,0,0,2608.811,0,0,4.648,5.172,13.413,134.588,0,0,0,0.256,0,12.275,2.499,0,0,858.513,0,0,0,0,0.641,21.239,9.751,0,1.074,0,0,0,0,4.043,0,0,80.396,0,347.795,8.084,0,0,25.107,166.2,0.362,0,0,0,0,0,0,0,26.646,0,2.312,0,0,28.339,220.176,2.893,3.56,96.419,4.626,7.802,117.3,123.533,0,0,0,0,7442.426,18.122,0,0,458.913,0,0,32.497,64.166,0,63.353,0,0,0.118,1.273,0,5435.421,2.143,1559.134,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,2.152,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
