"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","SLB","VGB","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NLD","CUW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","MHL","PAK","PAN","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","ZMB","BLZ","KIR","LBR","VUT","PLW","PNG","SOM","SDN","LBY","SSD","KNA","AIA","LCA","VCT","CAF","GNQ","MRT","SXM","TUV","CUB","TKM","SPM","BTN","BRN","COM","DJI","GRL","NPL","ABW","GNB","TON","WSM","YEM","GUM","ATF","COK","ASM","BES","NIU","NFK","STP","IOT","FLK"
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.726,0,0,0,78.68,0,0,0,0,77.536,0,0,0,0,0,0,0,0,0,0,3.195,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,29.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,10.843,0,1.744,0,0,3.125,0,0,0,0,0,0.821,0,0,0,0,0.498,0,0,0,0,0,0,0,0,7.386,0,0,14.201,0,0.528,7.741,0,0,2.459,0,0.106,0,0,0.713,0,40.539,0,9.43,0,0,0,0,10.919,0,28.416,1.151,0,0,0,0,0,53.879,0,0,0.519,0,0,0,0,0,0,8.074,2.793,26.32,0,0,0,0.546,1,0,0,0,7.661,0,0,0,0,0.188,0,0,0,0,0,1.67,2.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.506,25.96,0,0.234,17.128,0,0,3.044,0,0,2.685,0,0,0,0,0,0,0,0,0,0,1.523,0,0,0.346,8.901,1.777,0,0,0,1.053,0,0,0,0,0.064,19.436,15.054,0,99.619,0.009,0,1.271,0,0,161.577,12.739,0,0,0,0,0,0,15.229,1147.911,3.413,0,0,0.604,0,0,149.369,0,66.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.973,0,0,0,0,0,0,0,0,0,0,0,0,1.507,0,0,0,0,0,0,0,0,0,0,0.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,15.81,0,0,0,0,0,0,0,0,0,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.274,0,9.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.781,0,0,13.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.675,0.494,0,27.196,0,0,178.87,0,0,0,0,0,0,2669.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.388,0,5.566,0,0,0,0,0,0,0,0,0,24,0,0,134.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.581,0,0,0,0,0,1.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.994,0,0,6.17,0,0,0,0,0,0,0,0,0,0,3.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,117.574,543.567,607.138,0,0,0,1.973,0,3.696,0,0,0.002,0,1015.891,0,0,7.657,14.354,0,60,3.354,0,3922.761,0,0,30.156,0,0,60535.577,0,0.139,0,0,25.478,2.744,0,685.021,0,203.921,0,0,0.022,0.062,0,0,180.73,0,400.164,23817.713,0,0,0,0,0,42433.191,0,0,0,0,0,0,0,0,0,51754.389,73.019,0.129,26.431,0,0,1033.133,339.862,836.711,68.263,7.471,154879.071,6.003,0,0.026,0,4822.979,0,0,0,2.031,0,4.919,6.88,0.259,0,0,0,9988.95,0,0,0,22.907,82438.602,0,0.135,0,0,0.259,0,0,0,1040.934,0,0,102.726,0,0,0.266,440.853,0,0,0,0.366,0,0,0.024,0,0,1111.809,76.613,0,16.575,200.159,2800.721,0,0,0,7.222,0,11.986,0,0,202.34,32233.971,112.824,1282.575,142.802,89.264,0,534.582,0,0,63.323,4608.937,0,0,3188.729,0,0,0,466.349,0,841.752,0,0.07,422.103,2.711,0,2163.8,0,78113.344,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.196,0.765,0,0.002,0,0.717,502.165,109.646,208.403,0,0.039,0,0.003,0,340.503,0,0,4.879,0,4.883,0,0,59.076,0,0,288.454,0,5.809,183.305,0,0,0.342,0,14.972,680.766,0,77.884,0,0,0.737,164.163,0.484,479.786,0,861.635,0,0.323,2.014,0,0.262,0,3137.703,0,116.896,445.499,0.024,0,1.747,0,0,3051.544,0,0,22.572,0,0,0,0,0.072,0,279.222,887.249,7.514,6.446,0,0.157,34.701,1900.309,1888.657,0,0,49.745,3033.457,0,0.575,0,128.49,0.21,0,0,0,0,60.679,284.917,2.738,0,0,0,3.785,0,0.008,0.965,0.038,235.544,0.685,64.886,0.101,0,3.203,0,0.113,0.09,4772.391,0,0,22.807,0,0,1.657,140.636,0,0,0,0,0,0,2.072,0.022,0,0,52.333,0,1.893,352.462,367.129,0,0,0,1.943,6.897,106.018,0,0,25.539,16.345,838.716,27.04,65.052,6.457,0,124.321,0,0,2360.898,199.16,0,0,6.399,0,0,0,65.053,7.644,163.376,0,0,6489.191,11.131,4.166,732.431,0.253,4502.372,0.093,2.966,1.242,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,4.804,0,275.136,0,0,0,12.988,29.14,0,0,0,4.991,0,165.071,0,0,0.391,0,93.531,0,0,0,0,2.93,0,0,0,1.58,686.207,0,0,0,10.935,1.743,0,0,0,0,1.973,25.136,0.122,97.091,15.838,9.403,0,0,2.533,0,0,0,0,0,0.165,128.844,0,0,0,0,0,724.788,3.816,0,25.452,0,0.376,2.144,0,0,0,6.141,1.399,11.485,0,0,16.014,1.055,0,21.955,0,0.081,1.143,0,6.866,0.027,0,0.696,0,0,0,0,0,0,0.026,0,0,0,0,76.93,0,0,0,0,0,0,1.385,0,0,7.471,25.572,0,2.427,72.642,0,0,0,0,0,0,0.737,0,0,0,0,0,0.805,0,0,0,7.997,0,0.611,0,159.468,0.561,0,0,0,0.275,0.348,0.663,0,0,4.426,1.078,0,0.768,2.715,14.3,0,194313.635,0,0,0,95.529,0,0,9.151,0,0,0,18.977,2.495,0.005,0,0,0.508,0,0,306.501,0,31.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.119,0,0,0.738,0,0,0,0,0,0,0,0,0,150.999,0,0,0,0,0,0,0,0,0,0,83.494,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705,0,0,0,0,0,0,0,0.938,0,3.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0.079,5.246,2.906,147.349,0,0.714,0,0,0,76.305,0,0,0.745,0,20.617,0,0,1919.315,0,0,13.7,0,0,2.907,0,0,0,0,6.78,75.171,0,1.445,0,0,2.408,26.501,0,362.34,0.522,1.643,0,0,0.264,0,0,0,0.542,0,1.029,79.097,0,0,0,0,0,680.976,0,0,9.642,0,0.917,0,1.002,0,0,3.27,749.665,0,15.583,0.072,0,0.017,28.234,171.939,0,0,5.033,0.515,1.361,0,0,1.757,2.491,0,0,0.404,0,0,24.304,1.676,0,0,0,16.021,0,0,0,0,68.298,0,45.697,0.054,0,16.306,0,0,10.827,676.965,0,0,2.285,0,0,0,2.401,0,0,0,0,0,0.216,1.606,0.333,0,95.733,9.891,0,0,0,3.843,0,0,0,0.078,0,3.393,0,4.2,0.753,1.162,3.159,9.328,1.199,9.747,0,11.665,0,0,9.753,108.896,0,0,0.183,0,0,0,7.798,0.707,12.287,0,4.317,0.76,2.282,0,43.217,55.2,42.543,0,0,4.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,1.44,0,0,0,29.39,0,3.67,59.215,0,0,152.816,237.447,0,11.8,0,0,0.817,0,0.802,0,0,95.954,14.374,0,3587.318,0,0,64.766,0,0,0,0,1.168,1447.091,0,0,0,0,0,0.154,0,15.128,0,0.294,0,0,11.488,0,0,0,2.974,0,2.502,26.083,0,0,22.978,0,0,428.935,0.068,0,2.041,0,0,1.88,0,0,0,90.615,0.621,0,0.105,0,0,3421.211,20.396,26.439,1.53,0,113.198,36469.992,0,0,0,48.506,0,1.177,0,0,0,2.983,30.677,0,0,0,0,788.104,0,0,0.095,0,0,9.306,21.97,0,0,0.011,0,0,0,30.279,0,0,0.104,0,0,0,3.319,0,0,0,0,0,0,2.551,146.469,0,342.47,9.054,0,0,21.278,0,0,0,0,0,0,0.847,0,0,5779.657,11.637,1.354,0.597,0.001,0.519,0,14.81,0,0,3.814,71.874,0,0.282,6.581,0,0,0,0.285,0,0.792,0,0,428.313,0,0.149,11.262,0,1128.278,0,0,23.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0.302,0,39.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.53,0,0,0,0,0,411.826,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0.256,0.905,0,0,0,0,0,79.961,0,0,0,0,0,0,0,0,0,0,165.198,0,0,0,0,0,0,0,0,0,1.679,0,0,0,234.515,0,0,88.886,0,0,0,0.25,0,0,0,0.356,0,0,0,0,0,0,93.044,0,0,0,0,0,0,0,674.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.079,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.276,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,1.88,0,0,0,0,0,0,1304.359,16562.913,0,0,0,0,0,0.318,0,0,89.464,0,234.773,0,0,21.932,0,0,9,0,3.433,7.913,0,0,0,0,0,4.185,0,0,0,0,0,1.939,0,7.677,0,0,0,0,0,0,0,0,0.072,0,0.999,0.378,0,0,0,0,0,8751.039,0,0,3.913,0,0,0,0,0,0.049,0,0.717,0,0,0,0.836,0.175,0,22.678,0,0,4.101,0,0,0.324,0,0.092,0,0,0,0.221,0,0,0.027,0,0,0,0,25.477,0,0,0,0,6.832,0,0.291,25.523,0,0,0,0,0,0.201,0,0,4.473,0,0,0,975.039,0,0,0,0,0,0,0.05,0.637,0,5.81,0.138,0,19.463,0,1.614,0,0,0,2.258,0,0,0,0,0.006,87.722,1.788,0,115.169,21.69,0,84.971,0,0,0.63,8.971,0,0,20.284,0,0,0,327.962,0,9.81,0,0,211.801,9.811,104.731,34.187,0,2.623,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
