"AFG","DZA","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","BDI","CCK","KIR","LAO","VUT","NFK","MNP","GNB","ALB","BTN","LBY","ATG","CAF","NRU","ABW","SUR","SMR","COM","MYT","SPM","MHL","ASM","GUM","LBR","NIU","TLS","GNQ","TKL","FSM","PLW","AIA"
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,7.046,0,109.008,0,4.369,145.554,2.29,2.819,1.019,0,0,0,10.342,0,0,0,110.536,11.942,0,0,0,1.384,0,0,0,0.085,7.691,30.072,0,0,0,0.908,1.729,0,42.634,0,4.841,0,526.223,0,0,1350.239,29.499,0,0,0,0,18.01,0,4.879,0,0,0,0,0,931.434,0,0,0.651,0,0,0,372.192,16.516,0,3632.659,0,0,0,0,0,0,0,17.256,39,0,7.321,0,0,7.337,313.743,4.105,8.85,0,88.216,0,0,434.481,0,225.621,0,0,0,658.351,0,0,0,0,2.004,33.452,0.143,7.571,32.378,4.134,0,45.874,12.584,0,0,0,419.514,128.209,26.136,1035.102,0,19.949,0,0.045,6.406,0,0,15.896,4.676,0,1.467,0,1.841,0,0,0,0,63.554,20.838,50.998,0,15.512,0,0,0,0,0,2.584,0.548,4.116,0,5316.414,16.78,3.077,0,4.792,0.07,0,277.346,37.887,197.61,81.069,51.531,85.827,0,0,19.158,0,0,0,4.634,7.484,5.031,0,0,0,36.248,0.505,0,18.491,459.303,60.28,257.308,0,0.489,0,0.069,0,0,0,1247.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.115,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,264.721,296.335,0,0,719.643,304.354,65.642,0,17.21,7.841,0,0.15,1869.173,0,29.01,0,1.194,679.144,0,0,0,2.541,0,0,0,0,57.384,0,0,0,0,89.595,11.799,0,93.672,0,0,0,149.498,50.745,128.766,90.131,202.299,0,88.092,0,701.57,89.806,15.1,7.387,0,40.883,0,0,115.72,4139.384,4.818,0,0,0,0,0,5036.9,0,29.36,414.612,0,0,11.166,0,0,0,4.404,350.447,26.347,17.483,3.851,6.255,0,104.849,136.762,4268.649,0.784,0,486.681,0,26.94,1.117,45.503,61.912,14.138,0,224.394,39.399,154.326,8.542,0.488,0,7.247,0,91.075,0,3.494,33.011,212.993,8.331,657.909,0,23.227,0,278.196,0,7.613,0.14,0,406.17,0,6.368,10.287,41.744,0,0,109.322,0,16.315,0,24.957,58.456,4.061,0,779.775,6960.62,0,12.066,57.722,0,0,0,0,0,0,186.048,1.782,0,0,61.241,127.759,8.044,1.032,27.971,0,180.546,0.125,0,0,0,459.196,633.72,39.826,0,20.027,0,0,0,29.184,32.023,342.945,0,0,0,0,28.34,1.102,660.148,3625.344,4.448,5126.871,0,24.539,0,232.256,0,0,12.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.949,0,0,0,22.027,0,0,0,0,0,0,0,0,0,7.333,0,0,0,0
"SDN",0,0,0,0,0,0,0.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.594,0,0,0,0,0,0,0,0,2.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,1.26,1028.176,729.278,2064.638,0,75.41,0.557,0,0.065,587.271,0,1.743,0.097,0,1063.524,0,0,118.544,151.015,0,50.209,38.771,0,1234.738,0,0,0.391,0,62.966,5505.708,0,1.848,0,0,0,0,71.763,0,58.568,302.363,0,1849.099,0,0,11.078,0,7.27,2.811,679.178,0,0,12758.171,1531.067,1108.789,0,0,0,0,0,6260.866,0.075,0.582,225.637,0,0,6.785,14.27,0,0,0,1725.541,676.61,64.91,409.62,315.018,0,61.356,783.679,5711.668,0,10.706,7420.604,24.911,2.971,0.467,0,380.762,22.778,0,38.481,0,80.103,573.055,9.111,0,0,0,157.344,0,0,32.471,0,24.627,1342.795,1.26,29.951,0,63.585,0.388,8.53,6.785,0,4659.756,1.648,0.308,110.208,0,0,0.194,5358.839,0,27.319,0,310.643,71.372,302.554,0,1301.841,99.881,3.586,1637.291,1726.851,0,0,0,0,0,0,58.254,0,1.163,0,485.598,1128.345,39.89,188.526,232.206,0,312.498,3.489,695.751,0,0,0,1486.218,7.27,0,432.586,0,0,0.582,385.194,3.235,351.869,0,0,1286.921,1.939,1.163,8.336,36.542,7651.525,27.809,17049.154,3.78,518.873,0,424.342,0,101.29,311.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,29.112,0.125,1.942,0,41.841,457.466,4338.733,0,4.772,0,0,0,2996.403,0,0.049,0.711,0,166.641,0,0,0,80.117,0,0.397,0,0,2114.695,0,0,4.288,0,29.329,2795.897,0,35.394,0,0,0,8.742,175.266,0,3.981,558.967,0,1457.465,0,0,0.158,0,98.754,0,4.079,0,0.685,1065.01,7343.403,0,0,0,3.013,0,0,30855.07,0,0,183.459,0,0,8.367,2.371,0,0,0,1246.098,541.829,6.921,17.198,1221.986,0,122.552,266.48,4463.32,72.502,1.778,8844.719,2.2,55.852,1.068,4.535,2374.918,82.443,0,24.419,0,0.993,59.742,442.968,8.12,1.026,0,1578.915,0,0,11.258,0,1.753,1208.85,0,0,0,36.414,0,166.745,68.118,0,4072.702,0,1.396,97.078,3.291,0,5.94,161.665,0.001,0,0,0,170.432,91.914,0,592.407,779.392,5.984,252.926,187.591,0,0,1.392,0,0,0,54.188,1.128,0,0,576.502,1459.884,34.691,24.338,212.27,0,625.572,0.016,1200.803,10.321,0,1200.982,0,0,0,135.463,13.193,0,0.001,727.341,24.899,94.841,0,0,0,2.842,92.13,10.51,264.589,3917.541,0,11879.797,0,1.339,0,6.574,0,2.736,27.139,0,0,8.762,0,0,0,0,0,0,0,1.34,0,132.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0,91.504,1812.092,115.786,0,0.075,7.635,0,0,971.738,0,0,0,0,654.863,0,0,0.023,3.43,66.656,0.4,51.359,0,34565.568,0,0,4.436,0,6.202,791.06,0,153.962,0,0,0,0.05,12.669,0.632,0.175,52.057,1.192,596.264,0,0,0,0,0,0,0.596,0,0,58.92,4095.522,0.225,0,0,0,0,0,1313.028,0,0,1.707,0,0,0,0,0,0,0,6407.646,289.02,3.05,130.573,1.245,0,37.584,41268.266,165.004,29.223,0,23176.216,0,0,4.51,14.4,10217.729,0.356,0,8.292,0,0,5.249,0,0,0,0,961.416,3.141,0,4.016,0,110.909,51.98,1.994,0,0,12.346,0,9.869,0,7.651,554.587,0,0,46.871,0,0,0.1,116.801,0.79,1.37,0,0,5.45,305.278,0,24.819,0.26,0,12,7.578,0,0,0,0,0,11.214,293.429,0,0,0,194.132,2268.916,12.755,18.617,8.302,0,3861.47,0,2601.749,0,0,29.549,3476.2,0,0,0,0,0,3.504,6.696,0,1.672,0,0,0,0,0,0,29.118,12935.63,0,25551.149,0,0.278,0,0,0,0,0,0,0,0,0,0,19.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.246,0,0,0,0,0,12.026,0,0,0.212,0,0,0,0.029,36.46,0,0,0,0,0,0,19.388,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0.174,0.071,0,0.005,0,0,0,0,0,0,6.705,0,0,0,0,0,0,0,0,0,0,0,12.046,0,0,2.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.698,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,2.076,0,0,0.017,0,0,0,0,0,0,0,0,0,0.022,7.787,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,111.446,0,0.181,0,6.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.976,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,29.932,0,0,0,0,0.434,6.714,0,2.798,0.526,2.295,0,74.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,9.918,0,0,0.109,0,0,0,0,0,0,0,0,0.186,0.438,0,1.612,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,87.642,0,0,180,0.05,0,0.259,0,0,0,0,0,0,0,113.796,3,0,0,19.651,0,0,0,4.053,0.931,0,10.557,2.1,0,13.652,0,191.52,0,0,0,0,0,0,0,0,0,0,0,10.78,14.819,0,0,0,0,0,0,0,17.174,0.062,11.753,0,0,11.645,0,0,0,0,0,8.394,12.35,0,0,0,0,0,0,0,116,0,12.233,0,0,0.325,0,0,0,0,0,154.4,0,0,0,146.92,27.259,0,0,0,0,27.118,0,3.391,0.94,0,0.097,0,0,0,0.607,0,0,0,0,0,0.347,0,0,0,0.1,0,0.926,461.882,1273.363,1.663,0,0.136,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,1.436,0,0,0,0,0,25.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.754,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,4.749,0,0,0,0,0,0,0,0,0,31.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,29.024,0,0,57.078,42.935,44.21,0.77,0,0,0,0,0,8.116,0,0,0,0,0,0,0,0,9.502,0,0.721,0,0,0,0,0,0,0,0.208,0.076,0,0,0,0,0,0,0.493,0,72.797,1.73,0,7.097,0,0,0,0,0,0,0,0,0,18.52,92.143,0,0,0.064,56.87,0,0,566.559,0.33,0,88.79,0,0,0,0,0,0,0,271.772,8.234,0.705,0,0.071,0,28.264,45.21,238.801,0,0,9.465,36.914,0.995,0,0,23.783,0,0,2.647,0,0.502,0.027,0,0,0,0,4.299,0,0,0,0,0,4.57,0,0.67,0,38.863,0,0,0,0,586.371,0,0,0,0,0,0.386,8.011,0,0,0,0,0,0,0,62,9.249,15.6,387.825,11.522,0,0,0,0,0,0,1.286,0.226,0,0,8.743,3.536,1.157,0.724,1.737,0,20.897,0,69.288,9.042,0,4.805,43.099,1.704,0,0,0,0,0,33.846,9.361,0,871.851,0,0,0,3.606,4.592,5.225,365.808,0,134.76,0,0.13,24.794,0,0,0,39.598,0,0,0,0,0,0,0,0,0,0,14.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,14.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,10.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,2.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,3.305,0,0,0,0,0,0,0.053,0,0,0,0,0,73.713,0,0,0.003,0,0,0,0,0,6010,0,0,0,0,0,0,0,5.622,0,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.955,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,13.871,0,0,10.458,30.054,0,0,0,381.677,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,6.083,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0,0,0,0,0,30.25,0,0,0,2350.789,0,0,0,0,0,0,0,0,0,0,269.538,0,0,3.72,0,0,7.53,0,0,0,0,7.667,0,0,0,17.447,0,0,0,33.81,0,0,0,0,0,0,0,0,0,12.114,0,1356.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,33.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.923,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0.05,0,0,0,0.036,0,0.994,0,0,0,0,0,3.19,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3.782,8,0,0,0,0.251,0,0,48.875,0,0,0,0,0,0.046,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,8.062,0,0,0,0,4.554,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.147,0,0,0,0,0.249,0,1.036,0,0,0,0.033,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,48.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,159.112,6.651,31.895,163.041,2760.325,25244.076,4497.098,2.661,804.756,163.942,15.25,61.087,9472.214,4.037,51.067,132.241,178.223,2431.671,11.241,7.935,32.977,673.916,105.153,152.489,6.442,9.844,31673.097,4.448,15.013,387.414,8.1,528.734,6908.002,0,332.327,0,19.536,0,33.089,526.958,19.481,499.085,4576.324,4.514,6255.437,12.002,19.804,9.505,24.019,63.781,123.072,2228.913,0,1.053,4285.863,30888.596,98.24,0,118.768,11.976,11.051,0,37842,55.931,27.724,1622.667,2.375,0.768,4.674,157.134,0.872,0,0,36039.594,16213.964,475.018,395,2925.338,0,9218.56,11994.188,29525.282,16.277,10.99,47935.858,103.496,512.908,1196.556,0,13693.624,862.1,0,720.389,0,474.084,782.355,115.942,213.371,9.299,45.294,10269.232,20.725,95.283,264.761,15.282,322.944,5828.1,94.089,11.909,0,515.172,38.731,288.48,0,104.835,16546.767,29.514,15.813,1811.592,0,86.258,728.889,12941.334,681.187,85.561,24.359,12.319,98.499,975.446,0,5377.478,7534.772,172.231,783.398,3730.141,0,0,7.479,3.779,1.481,0,7409.026,22.461,13.308,138.9,2968.982,7899.571,900.804,115.198,971.299,0,4854.362,88.128,21586.778,124.654,1.586,8388.299,21093.401,138.571,0,5062.292,49.297,0,93.321,17237.623,1560.119,3880.712,13.118,0,0,191.678,1005.043,38.426,11419.454,0,60.796,198471.539,2.133,151.953,17.785,157.029,0,1.296,219.292,34.268,0,0,0,0,0,0,0,0,0,22.687,0,1051.807,4.736,0,0,0,0,0,0,16.229,0,0,0,1.246,0,0,28.802,0,11.113,0,0,0
