"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","COL","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","CXR","CCK","KIR","NFK","TON","BDI","GUM","TCD","COD","GNQ","RWA","SUR","KGZ","GNB","TCA","MYT","GIN","LBY","TKM","COM","DJI","SPM","WLF","CYM","ATF","TJK","VUT","COK","LSO","NIU","MHL","TUV","STP","FLK","FSM","PLW","AIA"
"ZWE",0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0.183,337.949,0,767.436,0,0,43.866,386.61,569.053,714.562,3.922,2.582,0,0,0,3257.737,0,12.868,0.509,0.733,308.003,0,0,0,14.564,0,4.983,0,6.854,28.315,0.855,0,7.489,1213.595,35.164,17.349,0,113.263,590.959,114.717,85.173,229.717,0,2038.798,0,25.644,265.849,31.292,0,0,187.117,0,4356.321,10113.283,11.347,0,7.09,0,0,9543.476,0.566,41.868,1096.555,0,0,1.743,0,0,0,338.866,112.3,23.795,7.533,39.504,0,57.411,321.556,3888.132,5.469,1.394,4704.576,0,55.644,6.372,0,388.676,6.13,0,191.993,11.015,0,21.724,1.367,0,0,0,212.504,0.039,0.837,410.285,4.197,7.041,991.27,0,11.607,0,510.153,4.01,0.869,39.096,0,2.201,781.918,0.535,0,6.546,64.785,19.155,0,2.506,177.539,0,0,37.343,0,13.749,163.744,6.566,268.742,7864.287,0,36.865,31.826,839.274,0,0,0,0,85.558,1.46,0,0,33.493,110.345,83.437,21.26,118.277,0,383.275,0,0,0,0,898.327,1868.794,4.946,39.578,1.148,0,0,371.769,111.621,78.536,6.294,2177.482,23.48,93.5,7543.57,0,15738.27,330.382,4.097,0,9.969,0,0,4.955,0,0,0,0,341.078,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.169,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,58.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,0,0.992,0,96.106,117.435,548.856,1218.233,0,6.324,0.124,23.809,0.391,331.397,0,13.797,0.304,0,357.254,0,0,2.723,13.29,0,151.233,94.179,0,3838.771,0,0,42.535,27.709,3051.2,34.715,0,7.465,1426.748,9.029,2.727,362.968,0,7706.092,0,1.146,1.389,0,3.21,0.08,727.055,0,16239.294,3967.242,0,0,1.24,0,0,14972.067,0.491,0,381.84,0.17,0,7.688,0,0,53.326,2188.657,888.334,287.077,9.301,27.428,0,131.651,731.858,5412.569,0.029,0.372,2940.033,181.781,0,1.123,0,834.637,11.285,24.181,1.337,72.927,0,820.309,8.451,4.011,0,499.625,383.155,541.416,0,8.308,0,2.574,5056.77,0.868,27.654,0,2.775,1.24,14.137,137.524,0,0,4615.414,53.075,25.049,0,21.825,15.268,72.296,495.657,4711.719,0,0,2.728,0,1.516,18.601,7.936,1743.24,104.449,0,2.852,168.822,5921.059,0,0,0,0,1643.629,241.358,0,65.228,3659.711,1678.09,10.969,234.746,484.979,0,1190.687,0,2302.381,0,7.688,0,345.381,0.124,142.857,0,0,1.984,590.523,0.62,1481.095,1.86,759.128,645.514,20.957,4180.816,582.122,22239.644,254.339,90.375,0,394.568,0,1.488,509.422,109.622,0,0,0,0,0,0,0,0,0,0,0,0,0,10.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,1504.353,0,27.165,5.34,0,0,14.432,726.201,4640.145,4.272,1.646,21.83,0.303,0,2892.024,0,2.536,114.778,0,349.566,0,0,23.555,5.32,0,18,0,0.321,1945.623,0,0,10.459,59.862,6572.388,13.558,0,7.486,303.071,0,244.906,425.066,0,1304.514,0,0.392,0,0,7.197,0,66.533,0,420.854,7771.064,0,0,269.813,0,0,33341.632,26.334,0,186.464,0,0,15.602,0,0,5.594,1330.769,86.559,4.402,19.733,310.649,0,137.367,437.69,4166.603,11.02,0.039,21114.943,7.233,4.255,2.807,0,6495.641,9.843,0,3.832,5.482,1.041,101.558,50.455,1.99,5.699,0,108.802,0.672,0,0.744,0,6.503,1633.204,0,0.379,0,41.801,0,1.673,167.098,0,0.766,1385.755,0,0,5.493,90.304,0,0,47.403,272.077,0,51.532,0,0,0,31.008,9.054,1027.797,302.807,0,8.039,198.535,375.388,0,0.111,0,0,162.697,1.989,0,0,4542.136,1996.302,562.181,15.555,158.132,0,662.61,0,1960.716,0,0,3232.268,0,3.065,237.717,0,0,0,56.558,219.224,241.872,0,12.904,1.468,348.305,5841.875,2.685,15969.966,0,0.287,6.024,6.3,0,328.839,29.37,0,0,0,0,0,0,0,0,0,0,8.005,0,0,0,0,0,0,0,0,329.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0.856,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.054,0,0,0,0,0,0,0,0,0.039,0,0,0,1.74,0,0,0,0,0,45.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.233,0,4.004,0,0,0,49.34,4883.595,600.616,0,4.643,0.703,0,0,86.609,0,0.06,0,0,1356.326,0,0,0,7.211,171.847,2.633,64.875,0,1055.346,0,0,1.019,13.161,786.805,15.118,0,14,23.856,0,1.01,10.572,0,1900.826,0,0,3.963,0,0,0,114.211,0.004,6075.934,3395.698,1.232,0,0,0,0,14768.637,0.283,0,4.019,0,0,0.03,0,0.004,0,1490.71,130,3.344,1072.395,0,0,47.729,10595.016,571.527,5.956,0,25059.108,0,3.028,5.73,1.819,9828.869,0.767,17.986,65.549,0,0,24.724,0,0,0.012,0,5634.857,1.09,0,2.674,0,0.675,248.599,0,0,0,0,0,0.052,0,0,0,656.881,0,0,0.797,16.925,22.75,3.486,0,126.304,0,1473.168,0.004,12.649,4.58,0.58,798.718,433,1.242,0,0,79.476,110.549,0,0,0,0,148.512,0,0,0,1968.762,76355.728,273.571,272.292,15.605,0,209.947,0,11900.451,0,0,54.84,6126.815,0,0,0,0,0.019,10.205,0,76.514,0,0.352,0.093,254.961,19972.155,0,28450.545,1.638,0.199,0,27.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,2.391,0,0,0.061,0,0,0,0,0.401,0,0,0,0,0,0,393.803,0,0,0,0,0.384,0.004,0,5.171,0,0.246,0,0,0,0,0,0.086,0,0.052,0,0,0,0,0,0.946,0,0,0,0,0,0,0,0,0,0,6.639,0,3.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.666,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0.011,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,53.856,0,0.134,0,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,175.412,0,0,0,0,0,0,8.112,15.558,0,0.561,1.01,13.99,0,44.163,0,0,0,0.177,0,0,0,0,39.981,0,0,0,0,7.385,0,0,20.621,0,0,0,0,0,0,0,7.188,0.114,0,0,0,0,0,0,0,2.415,0,0,4.103,13.572,0,0,18.911,0,0,420,3.165,0,0,0,0,0,0,0,0,150.521,0,0,0,48.616,0,7.741,0,148.01,0,0,5.437,0,0,8.979,0,0.9,0,0,0,0,0,0,0,0,0,0,0,27.387,0,0.348,0,0.633,0,0,0,0,0,0.484,0,0,0,0,48.643,0,0,0,0,0,0,12.46,258.78,0,12.125,0,0,0,0,0,0,3.364,0,0,0,0,0,0,0,0,0,0,0.024,0,270.972,23.596,0,0,0,0,32.376,0,0.121,2.236,0,4.09,32.653,0,92.95,0,0,0,0,0,22.984,1.758,0,0.213,18.23,291.033,36.159,7.591,0.543,0,0,0,0,0,0,1.508,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,1.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,36.056,0,0,3.249,0,2.33,0,0,0,0,0,0,0,0,0,126.669,0,0,0,0,0,22.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011,0,0,0,0,0,0,0,0,0,0,3.049,0,0,0,0,0,0,0,0,0,0.077,0,0,6.755,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.385,0,0,0,0.453,0,0,0.248,0,0,4.124,0,0,0,0,0,0,0,0,0,0,11.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",1.679,17.136,52.899,0,0,0,0,100.717,29.027,19.417,17.436,0,1.199,0,0.226,0,15.213,0,0,2.776,0,0,0,0,0,114.479,0,13.785,0,0,8.55,0,0,0,0,7.4,0.584,0,0,11.262,16.934,104.759,4.343,0,1.389,0,0,29.043,0,0,0,1.3,0,9.258,106.112,0,0,43.385,0,0,669.393,0,0,461.168,0,0,1.222,0,0,0,30.72,6.941,3.392,1.41,24.271,260.408,7.784,230.967,603.826,0,0,0.451,88.691,4.5,0,0,4.486,10.459,0,1.021,0.182,0,0.623,0,0,0.69,0,0.362,0,0,0,0,0,10.488,0,0.875,0,18.28,0,0,0,0,0,584.201,0,0,0,0,0,0,0,0.847,0,2.184,0,0,0,6.28,0.55,2.483,10.529,0,0.104,289.677,84.071,0,0,0,0,5.5,2.096,0,0,0.799,0.685,0.579,0,0.493,0,19.191,0,107.959,0,0,262.783,64.012,119.248,0,0,0,0,22.358,1.077,0,0,22.989,2.31,151.798,675.155,0,95.098,0,0.285,12.383,0,0,0,128.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.372,0,0,0,0,6.552,33.108,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,25.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,65.96,231.812,0,0,5.042,0,0,0,0,0.545,42,0,0,0,0,0,39.644,0,0,0,0,0,0,1.85,0,0.721,0,0,0,0,0,4.318,0,0,3.128,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0.11,0,0.45,100.178,38.256,0,0,0,36.924,0,0,0,346.761,0,0,12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,15.4,10.882,0,0,0,0,0.13,0,0,0,0,0,0,0,0.592,0,0,0,0,0,1.14,0,0,0.05,0,0,0,0,0,13.76,2403.103,0,0,0,0,0,0,0,0,27.119,0,1.01,1.818,0,0,0,0,0,0,0,0,49.541,0,23.495,0,0,0,78.83,0,58.2,0,0,0,0,3.39,0,118.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.01,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,12.424,0,0,0,0,0,0,2,0,0,3.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,1.643,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,3.062,0,0,0,0,0,1.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,40.724,0,0,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,4.628,0,0,0,0,0,0,0,0,0,0,0,8.701,0,0,0,99.672,0,0,0,0,0,0,0,0.247,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",2.672,8.6,820.791,0,37.401,7.546,4.807,79.134,2479.219,18944.21,3896.903,0,822.265,364.325,29.01,477.566,13927.769,10.982,8.913,157.946,0.558,1388.702,6.907,75.554,98.749,547.58,0,396.329,36.042,44.177,18954.464,0,0,353.562,551.464,5787.46,286.384,0,98.642,2013.707,26.02,750.648,4186.481,0,4735.335,3.883,11.798,67.498,34.989,153.083,0,3362.001,2.448,5527.46,48939.213,23.222,4.564,318.226,10.534,0,54658.345,161.179,35.396,3830.291,0,0.864,91.649,5.68,49.39,3.431,20908.545,5855.856,568.43,269.621,254.094,486.882,21384.756,4780.905,36556.489,31.362,658.552,36237.147,87.607,1839.141,372.385,180.94,32495.561,339.064,0,596.668,347.404,1.275,641.992,155.65,284.694,13.068,4.579,2528.128,6.856,27.187,632.304,0,65.912,3182.027,0,16.699,0,326.439,2.085,396.092,2.016,0,36.099,20596.197,3.552,1.35,6.328,3071.412,0,3.112,5400.907,4007.011,0,344.721,10.423,0,3.013,81.313,523.982,4759.847,4695.993,0,995.522,1864.435,8703.903,0,9.81,57.733,0,4594.359,11.878,122.642,21.239,8535.042,9510.539,425.05,571.264,1060.43,0,7388.282,44.048,25242.197,61.053,0,8043.011,7751.813,95.151,3771.55,0,32.198,82.578,9276.836,157.168,22109.819,84.681,477.934,91.326,1246.524,0,35.41,137956.473,30.867,33.258,76.597,52.965,0,41.246,765.02,31.794,0,4.704,0,0,0,0,0,0,0,14.183,4.168,14.924,0,0,0,16.513,0,24.672,593.284,0,0,1.188,0,0,1.144,0,27.932,0,0,0,0,42.854,0,0,5.688,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,7.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",0,67.502,294.873,0,43.547,20,203.525,337.082,5363.035,43288.25,6784.39,233.564,263.032,92.366,73.204,239.908,15577.602,126.734,106.805,36.87,53.664,16294.582,148.164,9.732,23.829,318.445,0,57.501,2.474,8.723,125324.07,8.942,0,76.47,6046.217,92230.127,7218.019,6.327,6922.52,359.22,0,275.87,2045.154,6.163,1724.451,36.153,752.763,1730.888,357.525,80.759,0,613.328,26.424,7285.653,43082.769,380.148,1.05,110.935,0,0,234010,126.23,7.1,1858.492,5.94,151.316,1544.824,8.274,255.907,251.498,49087.345,1935.943,509.847,570.352,2.73,263.406,20933.947,320740.383,18494.73,303.897,436.173,251791.831,639.872,475.142,296.681,0,229461.223,728.308,0,652.408,155.964,0,80.96,357.49,531.18,33.011,29.133,13914.954,8.935,40.807,206.648,12.816,342.985,146065.967,11.843,8.744,5.964,248.21,11.631,174.588,168.796,0,6.317,37318.527,337.68,65.223,79.724,5889.104,698.401,287.578,1746.127,2862.946,0,587.445,585.888,108.696,167.329,2674.264,2665.356,5906,310.971,0,630.864,897.599,2366.075,39.769,113.674,57.148,0,8299.001,78.625,0,0,11626.383,81114.577,246.083,1837.327,449.074,0,7473.028,1.977,9567.326,0,3.885,11654.944,7527.064,5.08,15718.365,0,132.316,1286.989,10213.366,52.914,2881.272,84.906,551.753,49.503,417.222,70984.424,72.83,0,10.755,1813.702,1787.658,6928.323,0,33.62,35.157,7.079,0,0,0,0,0,24.973,0,0,6,164.763,285.794,0,77.176,3.919,0,78.27,0,10.213,0,7.904,0,0,0,0,27.201,0,0,0,0,12,0,0,0,0,0,4.577,11.564,6.398
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0.372,0,0,0,14.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,2.044,0,0,0,0,0,0,0,11.936,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.559,0,0,0,0,0,0,0,0,11.662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,120.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
