"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","SSD","GMB","ATF","SPM","LSO","FSM","PLW","BTN","WLF","MNP","MHL","NFK","PCN"
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,1.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,116.768,0,6.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",4.201,17.611,87.385,0,0.898,204.239,0.183,4.509,4071.952,9090.91,532.101,0,58.94,923.38,12.644,0.6,2362.632,0.491,128.641,25.407,0,26812.724,4.382,46.47,0,42.63,17.454,92.611,0,84.3,139.693,6.018,8499.999,0,0,0,191.426,33.415,1449.989,356901.29,0,0,872.041,0,0,4.693,0,0,79.093,11.859,72.333,8.539,13766.433,0,400.29,0,16.099,741.251,71.884,0,43.811,0,51.685,0,156.107,2855.365,17853.938,6.71,46.613,0,0,168145.764,12.891,0,82.667,0,0.284,37.463,7.67,0,0.378,41.572,0,207257.452,2337.531,30.868,11091.345,35.761,55.856,4286.114,4235.719,5640.391,7.631,6.278,0,100.015,320.835,120.996,0,126413.654,122.416,0,303.923,85.121,28.237,0,0,121.913,14332.348,534.037,11.981,0,18406.719,409.363,0,7.549,0,176.178,15494.763,129.993,50.764,8.354,0,24.951,19.128,126.335,0,0,21.988,34801.574,0,0,0,0,22.021,0,1308.8,28.05,62.813,123.517,0,2094.797,252.597,2959.823,8.771,60.644,502.493,10150.747,4728.793,1512.07,0,2.408,91.73,198.962,10698.268,0.136,0,0,3.801,0,0.143,0.694,0,0,1119.613,15.954,29.101,0,0,15417.596,41541.738,4240.552,30306.928,20.668,0,1368.656,1.608,6546.093,2.25,0,0,1779.425,6043.428,0,0,200642.007,0,0,7.808,11.201,2967.359,15.153,1548.397,31.581,0,0.02,52.695,89.954,2968.802,31435.645,7.369,356904.399,6.596,125.38,14.346,247.684,5.964,10.062,31.683,3.919,0,0,0,0,0,0,12.993,11.093,25.382,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0.584,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,14.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0.039,0,0,0,0,0.055,0,1.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.002,0.002,0,0,0,0,0,13.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,0,0,0,0,0.02,0,0.301,0,0,0,0,0,0.827,0,80.197,0.381,0,0,0,0,0,43.501,0,0.255,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.096,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.523,0,35.473,3.599,0.136,0,0,0,0,0,0,2.591,57.02,0,0,78.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.332,0,0,0,0,0,0,0,0,0,0,0,86.59,0,0,0,0,0,0,0,0,0,0,4.2,0,2.359,0.6,0,0,0,0,0,0,0.002,0,0,0,0,90.497,0,1.045,0,0,0,0,0,9.248,0,0,0.704,0,0,0,0,0,0,0,15.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161,0.059,0,0,0,0,0,0,8,0,0,0,0,0,0,3.293,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383,0,0,0,0,0,82.999,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,3.405,0,0,0,0,0,0,0,0,0,0,3.067,0,0,0,0.005,0,0,1.789,0,0,0,0,0,0,0.99,0,0,0,0,103.531,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,0,0,0,0,0,0,0,0,0,0,10.659,0,0,0,0,0,0,0,72.469,8.292,37.767,1.529,0,0,0,0,0.198,0,0,60.865,0,0,0,0,0,0,0,0,0,7.992,0,0,0,0,112.957,29.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"PRK",0,0,15.155,0,0,0,0,0,0,0,4.212,0,0,0,0,0,0,0,0,0,0,8.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.93,0,0,46.192,0,0,0.22,0,0,0,0,0,3.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.368,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0.264,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,3.483,0,0,0,1.871,0,0,0,0,0,0,0,0,0,0,0,529.929,0,0,0,0,0,0,4.931,0,0,0,0,0,6.141,0,0,0,0,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",1.905,4.661,90.654,0,0.614,155.556,4.313,243.782,1682.44,3472.958,2100.98,3.602,130.563,380.049,265.558,0,478.82,0.58,58.279,27.078,124,61949.45,0,0,0,20.465,201.58,118.812,0,65.324,243.761,14.141,5319.662,0,0,0,113.02,0.5,991.763,166019.783,0,0,1078.923,0,0,37.749,0.864,3.6,40.264,44.679,2.888,560.556,1789.992,0,973.945,2.638,73.322,1129.167,32.187,0.1,8.786,0,160.054,0,2.672,2364.535,3769.914,48.962,0,3.333,194.177,13783.243,29.22,0,262.463,0,0,25.555,90.688,128.748,0,0,22.589,19200.631,575.536,28.19,16080.267,2668.831,519.679,628.055,1816.303,1182.949,14.466,3.243,133643.551,911.372,414.937,62.891,0,0,612.54,3.473,6.5,230.393,346.263,0.06,179.516,302.868,144.306,41.506,6.089,15.529,6020.961,12.337,761.084,15.676,1.51,26.407,24285.983,170.722,9.086,4.608,0,107.616,446.447,114.482,0.357,0,1.5,1883.19,2.007,1.658,0,0,3.784,0,500.862,14.455,0.14,343.934,0,456.461,133.469,135.692,0.656,73.211,931.689,3560.159,4433.188,599.965,0,1.515,1527.993,401.723,10582.096,6.055,0,0,0,0,0,0,2.069,0,2579.555,9.066,134.045,0,0.14,39751.468,5982.457,22352.441,620063.237,1137.11,0,2020.172,0,2552,23.041,0,1.958,612.572,661.624,87.309,1.4,9246.474,0.08,0,0,30.4,2669.605,147.117,9172.045,122.287,0,3.1,202.491,9.614,1017.417,9463.947,12.255,123574.739,8.649,57.918,157.784,60.012,0,68.929,2.552,12.901,0,0,0.14,0,0,0,3.195,0,1.92,0,0.153,0,0,0
"KWT",0,0,0,0,0,1.626,0,0,0,0,0.977,0,26.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.873,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,3.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,4.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,4.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,50.125,0,0,0,0,6.159,2.991,0,0,0,0,26.968,0,0,2.9,0,0,0,5.126,0,0,0.001,0,0,0,0,80.588,0,0,0,0,0,0,0,0,1499.661,0,7.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,19.377,0,0,0,0,0.126,0,2.97,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,9.97,0,0,1.502,0,0,0,0,0,0,0.426,0,0,4.303,0,0,0,0,0,0.309,22.157,0,0,0,0,0,0,0,0,0,0,0,0,0,33.267,0,0,0.439,0,17.946,3.526,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,37.684,0,0,1.69,0,0,0,0,44.663,0,0,25.672,5.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0,0,0,0,0,0,0,0,0,10.011,0,9.806,0,0,0,0,0,0,0.084,0,0,0,0.118,0.033,0,0,0,0,0,0,0,0,0,0,11.527,0,0,0,0,0,2.065,0,0,0,0,0,0,1.929,0.101,0,0,195.148,0.258,0,0,0.021,0,0,0,0,74.453,0,1.502,0,0,0,0,0.132,16.931,120.882,0,0.995,0.299,0,0,0,0,0,23.496,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0.221,4.364,0,0,0,0,12.491,0,32.2,6.638,0,0,0,0,0,0,0,0,0,0,1.612,0,0,0,0.883,1.688,0,0,93.763,0,0,5.829,0,0,0,0,0,1.104,54.309,0,0,11.591,0,0,0,0,0,0,0,0,0.766,62.685,0,14.635,0,0,0,0,0,0,0,714.007,0,0,14.024,1.641,0,0,0,35.287,119.649,2.322,0,1.043,0,0,0,0,0,0,0,0,7.783,0,0,0,0,0,0.32,0,0,0,0,3.527,4.204,0,0,0,92.889,0,0,0,7.179,0,0.482,0.904,1038.01,0,0,0,0,0,0,0,0,0,0,3.87,0,3.855,0,0,0,0.945,0,0,0,0,21.861,0,0,0,0,0,0,1.502,0,0,26.161,0,45.701,0,0,0,1.987,0,0,16.168,0,0,0,0,43.916,707.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.732,0,0,111.049,0,30.549,0.405,42.642,0,0,0,10.656,9.072,0,46.716,22.879,0,0,0,0,3.167,0,0.234,0,0,0,4.275,0,0,40.729,0,39.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,0,0,0,0,6.426,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,2.879,0,0,3.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0.672,2.255,0,0,0,0,32.804,0.481,526.333,0.876,0,0,0.309,72.827,0,2.295,0,0,61.523,0,0,0,0,0,0,24.401,0,0,1689.759,0,0,4.952,0,0,0,0,0,0,5.134,0,0,6.622,0,0,0,0,0,0,4.45,0,93.215,125.697,0,122.971,0,0,0,0,0,0,0,564.39,0,0,130.84,54.646,0,0,0,17.79,105.638,0,0,144.647,0,0,0,0,0,0,0,0,44.596,46.381,5.164,0,0,0,4.256,17.568,309.887,0,0,147.912,473.44,0.259,0,0,81.459,0.974,0.252,0,34.166,684.789,0,0,0,0,0,0,0,40.427,0,0,2.766,0,41.572,10.257,0,12.455,0,0,0,0,0,0.352,0,0,21.541,0,0,0,0,0,0.019,13.33,0,0,0,0,16.681,0,0,0,0,0,0,664.553,67.916,0,0,0.292,16.111,14858.778,0,0,0,0,0,0,0,1.325,0,0,0,23.529,0,0,4.88,1.774,25.49,9.903,261.579,0,61.033,0,183.594,0,0,0,782.349,22.876,0,0.988,38.287,0,0,0,0,31.792,0,4.555,11.021,0,0,108.312,0.382,0,1274.899,0,147.14,0,0.249,81.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",14.763,0.073,0.02,0,0,0.8,0,4649.84,0,128.224,6.96,0,0,0,0,0,1007.052,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,9.116,0.521,0,0,0,0,0,6.601,0,0,1.983,0,0,3.141,2.089,0,0,50.502,0,0,228.348,0,5.745,0,4.928,0.712,0,0,0,0,93.583,0,0,9.474,558.596,0.051,0,0,147.193,404.391,0,0,27.774,0,0,0,0,0,0,0,0,1.411,550.69,0,0.011,0,0.566,0,151.158,838.995,3.849,0,11.1,0,0,404.812,0,4.45,0,0,0,0,66.504,0,0,0,0,0,0,0,0,0,0,0,0,0.294,4.858,0,0,0.589,0,17.329,13.674,1.443,0,0,538.006,500.871,0,0,0,0,0,0,0.331,0,0,0,0,3.408,5.06,0,0,0,9.458,0,0,73.601,0,0,0,11.688,1111.719,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,19.98,0,2.231,0.491,0.437,0,1.727,0,27.823,0,0,0,99.95,7.923,0,0,166.731,0,0,0,0,0,5.216,119.686,0,0,0,0,0,0,234.995,0,34.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,6.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.124,0,0,0,0,0,0,91.563,0,0,0,0,0,0,0,0,0,0,0,961.423,0,0,6.13,0,0,0,3,53.924,0,0,8.048,0,0,0,0,4.685,0,0,0,14.856,0,0,0,0,0,0,0,0,23.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.305,0,0,0,0,3.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633,0,0,0,0,0,0,2.353,0,0,0,0,0,0,0,229.127,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,176.52,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445.731,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.282,3.919,0,0,0,0,0,4.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0.851,226.789,0,16.831,1315.661,0,7.4,1290.868,10792.761,246.98,0,13.925,11.889,31.244,0.689,3314.842,0,6.877,18.172,0,4362.04,0,0,0,133.99,9.711,17.016,0,707.3,0,0,4157.645,0,0,0,449.624,0,1818.454,12196.438,0,0,1762.326,0,0,7.824,0,0,51.001,16.094,0,0.481,692.493,0,719.13,0,3.163,64.68,0.493,0,28.4,0,387.808,0,2.181,536.246,12194.892,2.127,0,0,0,28468.849,12.734,0,183.328,0,0,0,96.106,0,0,0,0,24883.647,228.096,14.336,3637.765,64.223,52.42,106.013,4,8962.761,1.238,1.752,37963.72,498.689,11.026,16.601,0,955.102,28.512,16.875,0,76.387,0,0,47.356,26.971,33.22,10.661,50.381,1.034,0,61.927,0,20.058,0,168.098,51202.543,9.259,1.696,11.116,0,338.775,63.311,30.491,0,0,0.108,14823.516,0,0,0,0,11.704,0,2570.865,1.956,0,27.188,0,250.692,7.522,2479.796,32.737,117.019,1245.52,1160.276,799.74,376.655,0,0,27.01,207.555,2619.996,0.212,0,0,0,0,0,0,0,0,1290.395,0,91.951,0,0,8929.957,32728.619,3099.337,3282.685,162.983,0,3422.958,0.736,1399.987,20.844,0,30.03,2258.059,1991.156,0,0,21028.349,0,0,8.271,14.386,11240.571,23.393,18151.859,0,0,3.659,155.947,413.487,27.567,3372.206,4.674,69415.844,16.255,767.804,0,52.671,0,7.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.807,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,15.613,0,0,0.022,0,3.057,0,0,0,0,0,0,0,0,0,0,0.864,0,0,0,0,0,0,0,0,0,0,9.587,0,0,0,2.057,0,0,1.68,0,0,0.19,0,0,0,0,0,0,0,0,0.528,0.469,0,10.029,0,0,0,0,0,0,0,0,0,0,0,1.787,0,0,0,0,82.614,0,0,0,0,0,0,0,0,0,0,0,0.239,0.416,0,1.17,0,0,0,39,42.196,0,0,0,0,0,0.04,0,0.132,0.159,0,0,5.207,0,0,98.991,0,0,0,0,0,0,0,0,0,0,0,84.853,0,0,0,0,0,0,0,0,0,0,491.953,0,0,0,0,0.139,0,0,0,0,0,0,0.672,0,0,0,0,9.534,0,3.227,0.734,0,0,0,166.647,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0.859,0,9.048,0,0,0,0,0,0,7.846,0,0,304.725,0,0,0,0,53.753,0,0,0,0,0,0,0,0,234.461,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
