"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","STP","SLB","KIR","VUT","NFK","PLW","SSD","BTN","ERI","CAF","SPM","TCA","GMB","MHL","GNB","ATF","PCN","FSM","BES"
"PAK",0,0,0,0,0,0,0,0,0,26.707,0,0,0,0,0,0,0,0,0,0,0,10.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0.948,0.015,0,0,0,0,0,0,0,0,0,0,0.029,17.235,0,0,0,0,0,0,0,4.923,0,0,0,0,7.42,0,0,0,0,0,8.929,0,0,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.281,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0.122,0,0,0.232,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.168,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0.409,0,0,0,0,2.136,0,0,0,0,0,0,0,0,1.182,1.756,0.084,0,0,0,1.84,0,0,0,0,0,0,0.312,0,0,0,0,24.867,0,0,0.186,0,0,0,0,5.807,0,91.441,0,0,24.888,0,0,7.292,0.602,174.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.853,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,1.173,0,565.768,0,0,0,0,0,0,2.616,0,0,1.5,0,0,98.465,31.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.603,0,0,0,698.977,0,0,0,0,1050.84,0,317.778,0,0,0,0,0.768,110.641,28.48,221.352,0,0,0,0,0,0,1.851,0,0,0,0,0,1.401,0,0,0,0,7.552,0,1047.796,0,7.074,28.514,20.321,0,0,0,0,0,0,0,0,0,0,177.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.101,0,0,0,0,0,3.845,0,0,0,0,0,0,0,0,0,0,1.979,44.467,14.918,0,0,0,22.601,0,0,0,148.343,0,0,0,0,29.66,291.738,0,0,0,0,0,0,22.846,0,0,0,1.223,0,58.63,48.245,0,0,0,0,0,0,3.869,0,0,0,0,0,0,0,0.601,0,167.421,0,0,0,0,0,1.64,0,0,0,180.695,22.147,0,0,0,0,0,0,0,0,0,193.056,0,1.682,0,956.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,12.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,0,0,16.364,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,3.5,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.047,0,2.106,0,10.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,79.085,71.138,0.001,0,0,0,0,0,0.285,0,24.983,0,0,8.289,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,251.855,0.191,0,0,196.418,0,0,0,0,140.279,0,0.46,0,0.391,0,0,0,29.667,513.306,28.414,0,0,0,0,0,0,101.07,0,0,0,0,0,4.604,0,0,0,0,0,0,10.389,0,0,0,13.078,51.562,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.316,0,0,0,0,0,97.413,0,0,0,0,0.118,0,0.751,0,0,0,43.749,0,0,0,0,0,0,32.917,0,6.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,1.55,0,1.474,11.941,0,0,11.481,0,0,0,4.103,0,0,0,0,0,0,0,0,0,0,449.06,0,51.25,0,329.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,4.496,0,0,0,0,2.084,212.134,5004.563,16.323,0,0.538,0,1.051,0.235,8.528,0,9.502,0,0,387.023,0,0,0,0,0,0.06,0,1.7,0.9,6.012,5305.803,0,0,18.075,0,21.261,7036.43,0,0,138.592,0,0,2.214,0,2.812,0.998,0,0.207,852.428,0,4.739,0,0.495,1.075,4.735,0,0,53.603,0,0,407.606,965.898,0,0,0,0,0,17521.92,191.662,0,0,0,0,0,0,0,0,0,0.179,1439.91,63.128,0.671,298.125,0,0,4.686,27.545,23.915,2.915,0,25014.271,2.901,0,1.64,0,4863.056,0.959,1.968,0.05,9.931,0,0,0,0,3.498,0,0,0,0,1019.149,0,0,0,0,11.404,3569.042,0.134,0.301,0.637,0,8.302,0,0,0,0,0,100.446,0,0,0,0,13.181,4.511,0,0,0,6.042,0,2.924,0,0.13,0,51.907,0,1274.159,9.483,0,42.421,2.27,236.91,0,0,0,0,0,0,0,0,1.35,0,10.117,0,0,84.416,374.162,367.919,9.736,30.337,0,27.871,0,326.245,0,0,0,1.634,333.557,0,0,20297.334,0,0,0.01,0,0.678,28.417,399.623,0,0,0,0,99.407,6124.201,2.92,12505.304,0,9.493,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",5.583,14.687,37.108,0,0.761,7.995,0,16.409,62.985,852.535,11372.752,0,78.459,0,10.63,2.163,1248.655,0,1.678,22.541,4.111,4687.063,0.122,0,0,0,1429.373,0.866,3.013,469.143,22.78,2.798,233.71,0.022,0,0.274,0.982,54.489,4653.922,0,0,42.958,0,0.269,0,0,33.637,723.676,0,489.183,38070.375,0.107,10778.152,0,0.023,12.916,1.747,0.184,12.209,1669.293,0,0.109,2502.148,28402.363,11.427,0,0,123.175,3.198,136928.365,18.187,0.202,1003.895,0,13.216,4.8,1.08,0.738,0,0,0.236,632.472,11700.548,57.643,83.229,36.792,9.919,244.466,1345.378,3625.517,16.352,0,787.234,187.008,40.455,20.453,1.95,510.155,5.365,2.527,0,68.881,0,1432.965,0,0.121,4757.899,390.819,0.454,3.222,0.5,142.992,1.162,0,54.812,0.194,2.035,478.416,86.715,50.066,16.131,0,443.24,0,6.334,18.774,0,3.183,18038.888,0,0,0,0,193.97,4.283,0,23.136,0,3083.444,0,5.512,0.417,0,7.551,31.344,54.535,0,656.518,0,236.949,2805.224,3075.592,0,0,0,0,0,0,0,10.852,546.271,1.979,461.87,1.087,0,359.84,77.396,3759.974,358.009,842.746,0,237.006,0.009,2473.528,0.515,0,0,7965.091,4695.114,0,8.374,200.391,0.07,0,0,0,954.53,216.171,1121.883,4.064,0.288,1458.634,71.007,361.236,12638.252,1.916,3886.029,0.031,17.332,18.661,0,0,0,0,0.423,0,4.396,0,0,0,0,0.235,0,0.096,0,0,0,1.795,0,0,0,0,0,0
"PRT",0,0,195.056,0,0,2414.615,0,1.022,98.184,476.089,19.436,0,20.54,0,0,0,1528.145,0,0.843,4.132,0.423,183.168,0,0,0,0,24.516,0.044,0,0,0.075,8.546,139.507,451.076,0,0,11.424,184.432,5601.657,0,0,162.842,0,0.144,7.34,0,1.5,127.878,30.34,2.771,417.323,10.281,27.173,0,0.151,15.496,0.781,3.194,0,7.608,0,0,1844.786,2515.033,0.404,0,23.548,9.632,0,12740.121,1.48,2.14,69.183,0,0,0,0.431,8.028,0,44.865,0,146.16,323.274,0.381,3.957,190.604,36.185,36.548,129.144,180.299,11.302,24.725,30.156,0,2.891,3.123,0,28.003,27.754,0,0,693.139,0,0.559,0,0,145.55,430.806,29.043,0.564,0,394.988,5.952,0,0,6.868,58.016,85.531,0,0.421,0,0,93.597,915.765,34.223,0.061,0,0,2362.456,37.832,0,0,10.581,19.704,0,0.309,1.053,0,71.252,0,0.826,0.381,0,32.901,56.375,0,1624.98,0,684.416,172.967,731.362,335.989,38.663,0,0,0,0,0,0,0,273.335,11.955,8.985,0,0,20.431,1142.021,1068.792,59.519,500.795,0,129.53,0,13713.673,5.409,0,0,868.072,199.045,0,0,107.4,1.708,0,0,0,120.976,96.387,12.36,0,0,0,2.479,12.716,1310.991,2.966,2880.572,0,3.133,0,1.54,0,0,0,0,32.372,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0.012,0,0,0,0,0,0,2.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.191,0,0,0,0,0,28.959,0,0,0,0,0,0,0,0,0,0,0,16.489,0,0,0,3.5,0,1.251,0,0,0,0,19.799,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.135,0,0,0,0,0,0,0,0,0,2.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458,0.435,0,0,0,0,0.633,0,0,0.3,0,0,2.452,0.535,0,0,5.553,0,0,0,0,0,0,0,0,0,0,0,0,2.726,0,2.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,2.148,55.891,0,0,0.349,0,5.074,7.266,344.756,138.166,0,0.054,0,0.672,0,17.831,0,2.002,13.499,0,116.96,0,0,0,0,1310.074,0.237,0,0,0,0.035,83.884,0,0,0,0,1.129,748.593,0,0,176.099,0,0,0,0,0,124.222,0,13.793,1744.107,0,18.808,0,0,0.179,1.037,0,1.18,2.998,0,0,92.623,5227.623,1.212,0,0,0,0.115,59888.112,0,0,505.012,0,0,0,0,17.011,0,0,0.653,12.506,1478.98,0.418,4.522,0,0,0.509,11.752,3446.308,4.17,0,884.553,392.961,0,0,0,146.812,0.238,0,0,13.484,0,0.916,0,0,14.54,2.063,0,0.26,0,0.571,0,0,4.529,0,1.423,3154.21,0,130.38,11.429,0,74.909,0,0,0,0,21.615,262.355,0,0,0,0,28.897,0,0.1,3.739,0,12.404,0,0.189,0,0,0,30.009,0,295.196,3.098,0,0,0,853.926,0,0,0,0,0,0,0,0,73.333,0,92.72,0,0,541.343,55.147,15.514,12.285,33.357,0,36.447,0,358.684,0,0,0,20.644,1737.864,0,0,108.285,0,0,0,0,77.787,0,77.878,0,0,3.348,12.862,0.084,448.095,12.291,11452.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,2.729,0,0,0,0,0,0
"RUS",0,0,26968.62,0,0,421.364,0,356.259,90.563,1.43,12.768,0,0,265.747,537.669,0,0.489,0,0.104,2.213,0,35.203,0,0,0,0,49.886,2041.853,0,18266.21,0,0,137.298,0,0,15.737,0,5.076,120115.131,0,0,60.603,0,0,1.7,0,0,0.382,188.164,1.005,77.002,0,8.182,0,9.366,67.625,0,12.36,6.871,111.292,0,0,30.165,1210.526,0,0,0,154.539,0,2785.742,0,0,0.404,0,0,0,0,1.659,0,0,0,220.411,22.071,0,41.444,111.654,139.082,222.558,741.18,46.272,0,0,79.477,19701.948,34.225,11.835,0.491,887.799,37.858,281.5,0,22.281,0,306.868,0,52.798,749.596,0,0,0,0,146.025,0,1.682,0.048,0,0,67.459,133.012,626.972,0,0,2.375,0,0,2571.664,0,0,632.881,0,0,0,0,11.821,10.761,0,0,0,23.724,0,554.084,0,40,0,44.582,2.734,312.622,16.598,0,0,63.278,0,0,0,0,0,0,0,0,0,0,0,225.814,1.687,0,31550.029,382.827,229.469,5506.75,9.617,0,2.691,0,122.505,0,0,0,3.174,79.709,0,181.228,3.006,0,0,0,0,803.025,6.695,360.314,158.974,155.036,2424.338,16.068,2.499,163.912,0.536,2203.876,0.852,79.7,5847.809,3912.45,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.124,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,1.861,0,0,0,0,0,0,0.415,0,0,0,0,18.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,1.957,0,0,0,0.596,0,0,1.937,0,0,0,0,0,5.356,0,27.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.436,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966,0,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0.133,0,8.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.021,0,0,0,0,0,0,0,0,0,0,0,1.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,1098.798,0,0,0,21.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.072,0,0,0,0,0,2.833,0,0,0.256,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,26.643,0,0,0,0,104.342,966.536,0,0,0,0,0,0,0,0,0,0,0,3.117,3.163,0,0,0,0,0.297,0,127.342,0,0,0,0,22.818,3.968,0,13.731,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,31.443,0,0,0,0,0,0,0,0,0,0,0,82.77,0,0,0,0,0,124.088,0.705,0,0,0,0,17.242,0,0,0,0,0,0,0,0,0,0,0,0,11.263,6.565,0,0,1.311,0,13.977,0,6.812,10.751,0,0,18.449,0.267,0,0,0.011,0,0,0,0,0,0,3.628,0,0,0,0,4.011,69.157,0,607.069,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.352,0,0,0,0,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0.066,0,0.384,0,0,0,0,8.742,0,0,0,0,0,3.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,0,14.499,0,0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0,0,0,0,0,0,0,0,0,0,0.139,0,229.325,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.558,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,10.756,0,0,0,9.991,0,56.42,0,15.73,2.349,0,0,0,0,0,53.673,0,0,695.077,0,0.281,0,0,0,0,61.322,0,0,0,0,0,0.498,0,0,0,0,0,23.817,0,0,29.23,0,0,0,0,0,59.201,0,0,3.262,0,0,0,0,18.447,0,0,0,0,0,0,164.699,42.265,0.342,0,0,4.577,0,273.691,0,0,1.82,0,0,0,0,0,0,0,0,0,22.913,0,0,0,0,0,0,13.823,0,0,11.132,1.035,0,0.112,0,13.399,1819.112,0.569,0,0,0,0,0,0,0.415,0,0,0,0,2.737,0,0,0.747,0,0,0,0,0,742.964,0,0,0,0,1.287,0,0,4.14,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0.337,0,0,10.14,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2.907,69.73,65.184,27.624,175.387,0,1.151,0,141.104,0.312,0,0,147.866,49.883,0,0.226,0.352,0,0,0,0,3.777,1.508,21.368,0,0,1.037,2277.54,0,20.315,0,20.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,3.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,0,0,0,3.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
