"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","GIN","VUT","NFK","PLW","GNB","SOM","TON","ATF","BTN","ERI","DJI","MRT","GUY","ASM","SPM","TCD","MYT","TCA","TKL","COM","NIU","SHN","MHL"
"ROU",0,0.904,0,0,0.468,0,0.468,0,112.102,705.124,0,0,0,0.468,0,6.214,0,0,0,0,80.101,0,0,0,0,38.759,0,0,3.011,0,0,33.701,0,0,0,0.468,0,58.324,0,1.19,0,0,0,0,10.577,0,0.021,9.89,0,13.34,0,0,0,0,0,0,2.548,0,0,133.326,1175.167,0,0,0,0,0,25608.728,0,0,0,159.617,0,0,0,0,0,0,0.95,1781,0,0,0.437,0.005,3.954,1.769,1007.864,0,0,1.067,0.437,1057.441,0.935,0,112.066,0.468,0,0,0.653,0,0.029,0,0.468,28.678,0,0,0,0,43.322,0,0,0,0,210.657,0,174.727,0,0,0.474,0,0,0,0,693.056,0,0,0,0,6.288,0,0,0,5577.008,0,0,0.468,0,0,0,10.051,0.468,15.645,0.091,0,0.468,0,15.892,0,0,0,0,0,0,0,11.468,0.468,58.803,0,0,0.563,59.501,50.177,0,2.236,4.308,0,47.787,0,0,0,81.837,29.877,0.468,0,28.961,0,0,0,0,19.994,0.468,0,0,0.935,0.512,0.026,32.949,0,82.933,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,2557.323,0,0,0,809.854,47.453,16.567,80.531,0,0,10.717,46.723,0,75.471,0,0,11.008,0,52.707,0,0,0,0,0.424,21.778,0,2535.6,0,0,40.411,0,0,0,0,0,2356.803,0,0.126,0,0,0,0,30.954,466.003,7.404,1599.945,0,10.932,0,0,0,0,0,0,10.437,0,0,49.27,271.077,0,0,1.462,0,0,2234.493,0,0,0,96.227,0,0,0,0,0,0,193.045,12.779,0,0,270.618,0,0.996,1045.479,73.517,0,0,250.867,822.994,6.056,0,0,525.055,0,15.199,0,88.261,0,2.805,0,0,131.14,0,0,0,0,0.07,0,0,0,0,12.079,196.588,16.448,0,0,1.001,0,0,0,0,6.84,0,0,0,0,8.934,82.536,0,0,0.568,0,0,0,0,42,0,25.874,19.957,92.015,22.211,0,0,15.012,0,0,0,0,0,0,0,0,0,0,21.127,0,0,12608.004,103.91,145.484,58.724,23.172,21.016,0,76.326,5.626,0,0,8.172,63.974,1589.625,112.194,81.142,0,0,46.124,12.163,39.361,4.735,0,0,302.211,7.757,563.581,484.1,0,2211.165,0,0,1218.945,45.6,0,0,5.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,28.505,0,0,0,0,0,0,0,0,0,0,0,0,1245.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,20.125,0,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,23.161,0,0,0,0,0,0,0,0,0,2.284,0,0,0,0,0,0,0,0,0,0,0,35.482,0,474.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,2.205,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,3.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,0,0,0,0,0,2.821,0,0,0,0,0,0,0,0,0,0,25.708,5.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0.073,0,0,0,0,0,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.129,0,0,0,0,269.6,0,0,0,0,0,153.386,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70.801,0,0,0,0,1.104,0,0,1.773,4.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093,0,0,0,0,0,0,0,0,0,5.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,2.191,17.259,0,0,4.591,22.619,0,0,1.57,0,0,47.733,0,1.621,0,0,0,0,0,36.065,61.392,0,327.764,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,3.033,0,0,0,0,0,0,0,0,0,0,0,0.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,47.556,0,0,0,0,10.2,0,0.17,9.849,0,0,0,0,0,0.609,0,0,471.316,0,0,0,0,0,0.073,4.272,0,0,0,0,0,102.751,0,0,0,0,0,55.681,0,0,0,0,0,0,24.895,0,0,0.749,0,0,0,0.006,0.256,0,0,0,0,0,0,0.675,17.573,0,0,0.333,0,0,94.567,0,0,0,11.537,0,0,0,0,0,0,0,1.589,0,0,0,0,0,0,16.047,0,0,9.966,0,119.856,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,527.14,0,0,0,0,0,0,4.584,0,0,0,0,3.868,0,0,8.837,0.392,0,0,0,0,0,0,0,0,0.293,1.984,0,365.968,7.709,0,0,0,0,0,0,0,0,97.18,0,0,0,0,0,0,6.058,0,66.046,0.176,0,171.128,0.078,0,0,2137.876,9.069,0,0,1.77,0,0,460.046,0,0.395,0,0,0,0.227,87.042,0,16.261,0,42.744,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,7.311,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,1.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",442.742,0,38.085,0,123.229,0,0,19.121,567.005,201.574,0,5.299,1027.322,0.51,0.094,48.345,0,0,3.299,0,65.391,0,0,0,10.341,5.253,1.877,0,10.871,0,14.836,173.837,0,0,0,85.084,2.92,841.608,0,145.77,4.604,0,0,0.078,5.347,0,23.111,12.231,0,0.186,0,13.4,0,2.202,0,3.006,52.966,0,0.658,58.711,943.429,1.91,0,57.39,0,0,891.29,47.767,0,0,3.526,0,0,0,0,0,0,283.92,510.57,2.691,677.344,17.351,72.449,37.179,312.485,760.782,0,0,141.274,2.287,0.785,47.926,0.87,171.486,19.847,0,0,0.402,0,0,0,10.199,1.591,0.877,0,2.352,3.901,596.32,94.283,0,0,50.067,2144.461,0,0,0,0,0.688,0.206,55.787,3.154,76.577,1783.145,0,0,0,0.521,83.402,1.681,0.449,291.882,46.825,0,0,1.837,0,0,117.697,2.424,86.914,50.732,0.557,0,11.89,6.376,19.176,0,0,0,0,0,0,0,14.715,3.264,7.211,0,0,0,451.498,0,62.341,0.248,106.809,0,114.234,0,0,0,322.635,307.961,0.782,0,800.24,0,0.082,23609.004,8.216,38.314,0,0,13.767,0,0,132.007,1572.927,10.765,4379.979,0,0.244,0,8.175,0,0,86.822,2.751,0,0,0,0,0.282,0,0,0,186.115,0,0.967,0,0.312,14.795,0,0,0,0,0,0,0,0,0
"SGP",0,5.163,79.65,0,17.127,0,0,85.053,7803.39,1479.493,0,24.308,1448.506,4.181,0.268,773.117,0,4.008,26.333,0,1460.165,0,0,0,310.175,3.882,749.553,0,0.6,285.638,2.862,272.402,0,0,0,136.056,531.89,25869.502,0.091,53.653,0,0.992,0,0.027,37.06,0,2.114,70.089,0,312.789,0,6.008,6.631,0,0,0,1.748,0,9.034,33.486,2323.163,1.189,0.55,0.609,0,0,19396.316,7.462,0,0,11.633,0,0,0,0,0,0,8681.614,4731.598,0.294,6439.68,87.048,8.952,287.324,7044.643,2230.973,42.468,0,7257.852,0.561,1.2,0.324,0,4842.482,27.882,0,3.913,1.902,0,0,0,10.083,1.628,0.619,11.921,74.23,0,14379.086,313.864,0,8.725,34.351,15639.867,9.061,0,0,0,346.906,0.11,23.403,0,27.297,3116.766,1510.112,0,0,11.435,251.212,0,0,121.079,149.733,0,0,71.975,13.365,63.659,8.232,8.083,1028.703,28.028,14.122,0,98.233,6.662,247.562,0,0,0,0,0,0,0,1106.197,0,20.548,4.883,0,18466.584,0,163.909,2039.491,2.055,544.333,12.075,926.465,1.647,0,0,196.034,1242.428,0,0,41319.155,0,0.365,1956.982,259.537,117.692,0,0,0,0.54,0,28.893,2414.237,0.138,36010.212,0,1.949,0,0,0,0.054,0,7.213,0,0.302,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0.266,0,0,0,0,0,10.534,6.262,924.686,0,0,0,0,0,17.004,0,0,1.522,0,2.875,0,0,0,0,216.281,0,0,37.664,0,0,7.863,0,0,0,0,0,27.896,0,10.115,0,0,0,0,30.281,0,0.106,5415.763,0,9.749,0,0,0.151,0,0,0,5.649,0,0,0.472,816.029,0,0,5.088,0,0,704.886,5.251,0,0,1.041,0,0,0,0,0,0,0.055,990.819,0,6.374,0,0,2.554,253.127,293.978,0,0,21.544,1.32,0,0,0,293.608,0.426,0,0,0.498,0,0,0,0,2.191,0,0,0,0,0,0,0,0.053,3.015,653.754,0,0.65,22.428,0,20.852,0,0,0,0,524.544,0,0,0,0.528,2.401,0,0,10.788,40.464,0,0,0,0,0,0,0,0,960.187,3.524,0,0,501.651,393.463,0,0,0,0,0,0,0,0,0,44.493,0,0,26.389,39.939,0,0,39.179,2.532,0,110.816,0.188,0,0,19.709,114.124,0,0,48.754,0,0,5.2,0,92.825,0,0,0,42.603,0.185,0.339,3254.812,0,237.718,0,3.492,6.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,90.769,0,0,0,0,221.165,57.661,2.963,0,0,324.245,0,0,0.531,0,0,6.611,0,2.408,0,0,0,0,0,0,0,0.4,30.037,0,235.503,0,0,0,0,130.477,726.076,0,1.386,0,0,0,0.273,9.162,0,0,1154.326,0,0,0,0,0,0,0,0.277,121.421,0,0,3.781,429.454,0,0,0,0,0,735.91,0,0,0,60.482,0,0,0,0,0,0,37.305,0,0.964,25.057,0,0,0,3,78.719,0,0,9842.027,0,0.056,0,0,1039.699,8.195,1.254,0,41.684,0,0,0,0,0,0,0,0,0,58.937,0,0,0,3.316,947.37,0,0,0,0,0,0,0,18.919,0,172.197,0,0,0,0.548,68.392,0,0,0,11.943,0,0,0,0,0,0,3.077,2.015,22.406,0,0,0,1.247,46.712,0,0,0,0,0,0,0,84,0,40.821,0,0,4.1,207.641,0,0,0.996,13.914,0,37.632,0,0,0,36.73,13.447,0,0,619.709,0,0.935,9.543,0,51.355,0,0,0,4.71,0,8.216,8998.449,0,2690.682,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,10.8,0,0,0,0,0,0,41.523,108.567,0,0,0,0,0,17.167,0,0.049,421.502,0,2.104,0,0,0,0,167.029,0,0,0,0,0,1.26,0,0,0,0,0,474.16,0,0,0,0,0,2.755,766.139,0,67.683,338.51,0,0.433,0,0.164,19.967,0,0,8.799,29.73,0,0,35.978,27.12,0,0,4.071,0,0,572.965,0,0,0,55.767,0,0,0,0,0,0,37.114,685.74,0,0.767,0.047,0,4.457,70,184.428,0,0.101,24.287,0.346,3.141,0,0,11.324,0.014,0,0,1.564,0,219.952,0,0,261.723,0,0.53,0,0,7.49,0,0,0,0.504,3.605,0.586,1.157,25.597,0,0.12,0,0,0,0,32.611,0,0,0,0,0,0,0,1.912,3.897,0,0,0,0,0,0,2.282,0,39.743,0.691,0,0,1137.126,3142.789,0,0,0,0,0,0.918,0,5.403,0,394.684,0,0,67.979,6.855,840.787,0,0,21.709,0,3.866,0,0,0,3.959,57.845,0,0,383.021,0,0,67.1,0,925.83,0,0,0,17.979,197.502,0,65.791,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",10.188,0,0,0,758.331,0,0,20.56,860.85,6.829,0,10.253,0,0,0.685,70.328,0,0,0,706.163,6.804,0,0,0,0,1.6,0,6.37,0,0,6.108,247.345,0,0,0,2.331,49.376,58.831,0,0.417,10.426,41.001,0,0.108,0.621,0,4.499,41.559,0.26,0,0,0,19.779,0,3.054,9.172,5.707,0,0,6.45,144.233,0,0.509,8.159,0,0,1675.106,177.527,0,0,4.779,0,0,0,0,0,0,23.351,7.696,0,88.862,13.626,0,5.595,31.681,30.809,7.251,0,20.985,0,11.646,512.703,0,236.418,0,0,0,0,19.762,0,1.364,0,0.02,0,0,104.323,163.056,1.672,1.11,85.79,0.883,132.873,343.961,0,0,0,0,0,371.148,0,3133.666,0,159.754,0,0,0,0,102.68,0,0,140.146,0,0,0,0,0,0,3.559,55.548,1.017,292.265,238.824,0,0,59.328,13.666,76.171,0,0,0,0,0,0,2196.086,34.532,0,25.986,1.141,13.554,7.664,0.872,1.25,5.957,0,1071.076,1.359,77.942,0.003,40.302,17.854,14.65,0,0,86.248,0,0,50.141,3.696,2.914,0,0,440.366,3570.217,152.58,7569.312,240.621,188.383,1148.738,443.059,6.072,0,0.358,0,0,0.147,409.549,8.357,1.291,0,0,0,0,0,0,0,0,21.209,0.107,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",2.456,4.252,47.308,602.645,2177.846,0,92.629,499.33,1698.62,831.057,0,2.655,15.379,3.645,0,338.315,0,24.147,25.787,0,2245.906,4.155,0,0,5.494,530.786,0,0,4.743,0,0.918,278.672,16.894,0,0,3.074,735.332,647.373,0,370.697,0,0,0,36.574,82.387,107.525,160.537,1850.276,0.978,130.221,0,10.443,72.841,54.54,2.568,0,9.745,0,0,425.889,16786.303,3.776,23.467,4.871,1.325,10.992,19135.349,43.704,287.66,0,1085.558,0,0,0,50.536,0,22.94,385.177,1842.074,6.18,40.875,20.758,48.224,100.925,380.405,4493.912,0.575,11.947,2201.004,34.582,135.321,60.601,0,91.525,3.552,0,0,61.993,0,4.762,0,113.303,5.561,4.446,0,0.558,0.819,147.231,0.262,0.715,73.942,20.663,1167.193,0,11.729,7.239,0,3454.696,0,16.908,4.442,0,1129.679,1.236,0,4.839,17.793,55.666,27.87,100.272,9.713,299.642,0,0,2.664,17.723,0,104.524,267.393,284.316,607.899,13108.728,0,62.083,936.52,1166.266,0,0,0,0.314,0,0,0,9942.107,1.713,50.045,0,0,446.698,159.911,107.462,13.9,30.022,388.769,0,0,0,0,0,499.031,446.711,29.023,0,189.847,0,0.155,1729.039,646.166,522.957,0,0,0.236,9.893,9.109,117.83,3729.895,0,7267.351,0,29.981,0,2347.801,0,0,125.435,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,0,1.87,0.044,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.604,0,0,0,0,0,1.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
